Geneid	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
RP11-264B17.2	64	83	41	70	62	62
MIR4517	0	0	0	0	0	0
RP11-264B17.4	20	15	4	13	8	16
SPNS1	16	12	7	17	9	13
RP11-264B17.3	4	1	0	2	2	1
AC109460.1	0	0	0	0	0	0
LAT	9	11	11	14	6	5
RP11-264B17.5	0	0	0	0	0	0
CTB-134H23.2	4	1	0	2	0	3
CTB-134H23.3	3	1	1	4	1	2
RRN3P2	9	7	3	5	7	8
RP11-426C22.5	0	2	1	1	0	0
RP11-426C22.1	0	0	0	0	0	0
RP11-426C22.4	0	0	0	0	0	0
RP11-426C22.7	0	0	0	0	0	0
RP11-426C22.6	0	0	0	1	0	0
RP11-426C22.8	0	0	0	0	2	1
SNX29P2	1	2	0	2	2	6
RP11-231C14.6	0	0	0	0	0	0
RP11-231C14.8	0	0	0	0	0	0
NPIPB11	27	21	13	12	16	22
AC025279.1	0	0	0	0	0	0
SMG1P6	4	6	2	3	6	2
RP11-345J4.5	1	2	4	3	2	1
RP11-345J4.6	0	0	0	0	0	0
BOLA2	0	0	0	0	0	0
SLX1B	2	1	1	2	3	2
SLX1B-SULT1A4	0	0	0	0	0	0
SULT1A4	0	0	0	0	0	0
RP11-345J4.3	0	0	0	0	0	0
RP11-345J4.4	0	0	0	0	0	0
RP11-345J4.1	0	0	0	0	0	0
RP11-231C14.5	0	0	0	0	0	0
RP11-231C14.4	3	0	1	0	2	2
AC133555.1	0	0	0	0	0	0
SMG1P2	78	76	79	99	53	96
RP11-368N21.5	2	3	1	2	4	2
MIR3680-2	1	0	0	0	0	0
SLC7A5P1	10	5	5	15	2	6
CA5AP1	0	0	0	0	0	0
RP11-368N21.1	0	0	0	0	0	0
SPN	8	9	8	4	4	14
AC009133.22	0	0	0	0	0	0
QPRT	955	1350	1112	1761	1308	1503
RN7SKP127	0	0	1	0	0	0
C16orf54	33	9	15	10	10	11
AC009133.17	8	0	2	0	0	0
ZG16	0	0	0	0	2	0
KIF22	2633	2501	2090	2905	2906	2068
AC009133.21	0	0	0	0	0	0
MAZ	25	36	16	31	31	20
AC009133.15	0	0	0	0	0	0
PAGR1	234	212	245	225	152	164
AC009133.24	0	0	0	0	0	0
PRRT2	44	76	39	62	63	82
CTD-2574D22.6	0	0	0	0	0	0
MVP	25	22	25	17	37	29
CDIPT	181	173	171	225	212	176
CTD-2574D22.7	0	0	0	0	0	0
CDIPT-AS1	11	10	13	3	14	12
SEZ6L2	270	283	258	198	230	281
ASPHD1	23	12	14	18	13	16
KCTD13	89	116	82	106	116	98
CTD-2574D22.3	106	112	77	113	120	100
CTD-2574D22.4	37	25	19	35	44	33
CTD-2574D22.2	17	22	27	15	31	33
TMEM219	1042	1032	1045	1280	1582	1287
TAOK2	83	85	71	97	67	98
HIRIP3	271	256	248	290	430	192
INO80E	122	78	97	102	91	69
DOC2A	10	3	7	1	6	3
C16orf92	0	0	0	0	0	0
FAM57B	5	2	5	4	2	2
ALDOA	69646	71266	76180	89220	118231	88502
CTD-2515O10.5	0	0	0	0	0	0
PPP4C	2473	2394	2226	2510	1949	1885
TBX6	214	103	99	102	52	138
YPEL3	37	32	30	35	25	27
RP11-455F5.3	176	164	122	341	277	211
GDPD3	20	15	20	27	20	25
RP11-455F5.4	1	1	0	0	1	0
RP11-455F5.6	2	1	2	1	3	2
MAPK3	488	506	426	496	513	411
CORO1A	27	37	30	39	35	24
RP11-455F5.5	0	0	0	0	0	0
BOLA2B	16	13	8	10	10	11
SLX1A	1	0	0	0	1	0
SLX1A-SULT1A3	0	0	0	0	0	1
SULT1A3	0	1	0	1	1	0
RP11-347C12.3	0	0	0	0	1	0
RP11-347C12.4	0	0	0	0	0	0
RP11-347C12.9	0	0	0	0	0	0
RP11-347C12.8	0	0	0	0	0	0
RP11-347C12.1	1	1	1	1	1	0
AC106782.1	0	0	0	0	0	0
SMG1P5	14	10	11	16	8	9
RP11-347C12.12	3	1	3	1	2	0
CD2BP2	1400	1423	1157	1463	1394	1058
RP11-347C12.10	25	22	20	25	25	26
TBC1D10B	122	132	85	145	167	128
RP11-347C12.11	0	0	0	0	0	1
MYLPF	6	13	8	8	13	7
ZNF48	70	67	55	90	77	64
1-Sep	23	28	27	43	36	47
RP11-297C4.6	0	0	0	0	1	0
ZNF771	161	202	113	243	218	141
DCTPP1	2152	2091	1521	1859	1708	1128
SEPHS2	577	572	484	441	392	395
ITGAL	2	2	1	0	1	1
RP11-297C4.2	0	0	0	0	0	0
RP11-297C4.3	0	0	0	0	0	1
RNU7-61P	0	0	0	0	0	0
RP11-297C4.1	0	0	0	0	0	0
MIR4518	0	0	0	0	0	0
ZNF768	22	24	26	23	13	7
AC002310.11	0	0	0	0	0	0
AC002310.14	0	0	1	1	0	1
ZNF747	73	85	42	73	82	71
AC002310.13	0	0	0	0	0	0
AC002310.12	125	141	127	93	110	112
AC002310.10	4	4	4	3	3	5
ZNF764	53	75	54	64	51	50
ZNF688	18	31	18	34	19	19
AC002310.7	1	0	1	0	2	1
ZNF785	170	185	115	161	147	219
RP11-146F11.5	2	7	2	7	4	4
AC002310.17	9	7	6	5	4	9
ZNF689	527	491	335	664	567	329
RP11-146F11.4	0	0	2	0	0	0
RP11-146F11.3	0	0	0	0	1	0
RP11-146F11.2	0	0	0	0	0	0
PRR14	83	68	46	124	70	87
FBRS	43	46	31	50	49	36
AC093249.1	0	0	0	0	0	0
RNU6-416P	1	1	0	0	0	0
RP11-146F11.1	14	13	12	25	12	12
SRCAP	57	49	43	55	58	47
RNU6-1043P	0	0	0	1	0	0
RP11-2C24.9	13	8	7	14	13	9
TMEM265	0	0	0	0	0	0
RP11-2C24.4	0	0	0	0	0	0
PHKG2	1119	1031	869	1271	1494	863
C16orf93	7	5	3	6	5	6
RNF40	327	247	249	383	321	254
RP11-2C24.3	2	2	0	2	5	4
ZNF629	213	192	132	169	278	170
RP11-2C24.5	0	1	0	0	0	0
RP11-2C24.7	0	0	0	0	1	0
BCL7C	129	153	86	138	93	111
MIR762HG	17	28	39	36	27	30
MIR4519	0	0	0	0	0	0
AC106782.20	0	0	0	0	0	0
MIR762	0	0	0	0	0	0
CTF1	10	12	10	11	11	15
CTF2P	1	0	0	0	0	0
FBXL19-AS1	78	104	55	81	89	58
FBXL19	18	17	17	15	20	14
AC135048.13	0	1	1	0	0	0
ORAI3	111	135	129	127	207	179
RP11-1072A3.4	1	0	1	1	2	1
SETD1A	94	74	47	100	95	72
RP11-1072A3.3	0	2	0	0	0	0
HSD3B7	7	12	13	16	13	12
STX1B	13	19	16	10	16	15
STX4	107	103	103	113	120	117
RP11-196G11.2	0	0	2	0	1	1
RP11-196G11.6	22	5	17	17	8	2
ZNF668	22	22	27	29	26	15
AC135050.5	4	2	0	4	7	5
ZNF646	76	57	59	76	69	54
PRSS53	2	3	3	0	3	4
RP11-196G11.1	0	0	0	0	0	0
VKORC1	387	597	533	384	364	720
RP11-196G11.3	1	10	4	2	4	7
BCKDK	835	740	822	917	793	907
AC135050.1	0	0	0	0	0	0
KAT8	170	201	181	196	193	198
RP11-196G11.4	6	7	2	7	7	2
RP11-196G11.5	68	83	59	89	84	66
RP11-388M20.2	0	0	0	0	0	0
PRSS8	682	454	682	155	208	199
PRSS36	7	11	14	10	10	10
RP11-388M20.7	0	0	3	0	2	0
NDUFA3P6	0	0	0	1	1	1
FUS	2295	1971	1672	2648	1489	1866
RP11-388M20.6	1	0	0	0	0	0
RP11-388M20.1	3	5	3	5	5	1
PYCARD	204	122	119	57	31	47
PYCARD-AS1	0	0	1	0	0	0
TRIM72	16	8	8	5	2	8
PYDC1	21	20	11	6	5	7
ITGAM	7	3	11	0	0	0
ITGAX	17	19	18	18	19	11
RP11-120K18.3	0	0	0	0	0	0
ITGAD	1	0	1	0	0	0
RP11-120K18.2	0	0	0	0	0	0
COX6A2	0	0	0	0	0	1
RP11-452L6.8	0	0	0	0	0	0
ZNF843	1	1	2	3	2	4
RP11-452L6.1	20	40	36	37	41	48
RP11-452L6.5	8	11	2	3	15	6
ARMC5	26	21	20	36	21	25
RP11-452L6.6	4	0	13	6	17	17
TGFB1I1	198	211	187	367	351	344
SLC5A2	1	0	0	1	1	0
AC026471.6	0	0	0	0	0	0
C16orf58	55	40	40	58	79	50
RP11-452L6.7	7	13	11	12	9	14
AHSP	23	12	17	1	0	1
CTD-2014E2.2	0	0	0	0	0	0
VN1R64P	0	0	0	0	0	0
CTD-2014E2.6	0	0	0	0	0	0
VN1R65P	0	0	0	0	0	0
CTD-2014E2.5	0	0	0	1	0	0
CTD-2014E2.7	0	0	0	0	0	0
CSDAP1	2	0	2	1	3	2
ZNF720P1	0	0	0	0	0	0
VN1R66P	0	0	0	0	0	0
RBM22P12	0	1	1	1	1	0
CTD-2358C21.2	0	0	0	0	0	0
CTD-2358C21.3	0	0	0	0	0	0
CLUHP3	228	184	155	140	234	119
CTD-2358C21.5	1	0	0	0	2	2
CTD-2358C21.4	0	0	0	0	0	0
ZNF720	943	705	766	1040	711	679
AC002519.8	4	0	0	2	4	0
VN1R67P	0	0	0	0	0	0
AC002519.6	1	1	0	1	0	1
VN1R3	0	0	0	0	0	0
RBM22P13	0	0	0	0	0	0
RP11-170L3.2	0	0	0	0	0	0
ZNF267	1705	1175	1509	1608	1183	815
RP11-170L3.4	2	0	1	0	3	0
RP11-170L3.5	0	0	0	0	0	0
RP11-170L3.7	0	0	0	0	0	0
RP11-170L3.6	0	0	0	0	0	0
RP11-1166P10.1	0	0	0	0	0	0
RP11-1166P10.6	0	0	0	0	0	0
IGHV1OR16-1	0	0	0	0	0	0
RP11-1166P10.8	0	0	0	0	0	0
IGHV1OR16-3	0	0	0	0	0	0
IGHV3OR16-9	0	0	0	0	0	0
HERC2P4	0	0	0	0	0	1
RP11-1166P10.7	0	0	0	0	0	0
RP11-56L13.3	0	0	0	0	0	0
RP11-17M15.1	0	0	0	0	0	0
RP11-56L13.4	0	0	0	0	0	0
FAM108A9P	0	0	0	0	0	0
RP11-56L13.6	0	0	0	0	0	0
RP11-56L13.7	0	0	0	0	0	0
TP53TG3D	0	0	0	0	0	0
RP11-56L13.1	0	0	0	0	0	0
RP11-1292F20.1	0	0	0	0	0	0
RP11-17M15.2	0	0	0	0	0	0
RP11-17M15.4	0	0	0	0	0	0
ACTR3BP3	0	0	0	0	0	0
RP11-626K17.5	0	0	0	0	0	0
PABPC1P13	0	0	0	0	0	0
RP11-626K17.3	0	0	0	0	0	0
RP11-626K17.2	0	0	0	0	0	0
ABCD1P3	0	0	0	0	0	0
RP11-652G5.1	0	0	0	0	0	0
RP11-652G5.2	0	0	0	0	0	0
RP11-96K14.1	0	0	0	0	0	0
RP11-586K12.11	0	0	0	0	0	0
RP11-586K12.13	0	0	0	0	0	0
RP11-586K12.10	0	0	0	0	0	0
TP53TG3	0	0	0	0	0	0
RP11-586K12.8	0	0	0	0	0	0
RP11-586K12.7	0	0	0	0	0	0
FAM108A8P	0	0	0	0	0	0
RP11-586K12.4	0	0	0	0	0	0
RP11-586K12.5	0	0	0	0	0	0
HERC2P5	0	0	0	1	0	1
RP11-67H24.3	0	0	0	0	0	0
RP11-586K12.2	0	0	0	0	0	0
RP11-586K12.1	0	0	0	0	0	0
RP11-67H24.2	0	0	0	0	0	0
RP11-67H24.1	0	0	0	0	0	0
RP11-989E6.1	0	0	0	0	0	0
IGHV2OR16-5	0	0	0	0	0	0
BCAP31P2	1	0	0	0	0	1
SLC6A10P	0	0	0	0	0	0
RP11-989E6.3	0	0	0	0	0	0
IGHV3OR16-15	0	0	0	0	0	0
IGHV3OR16-6	0	0	0	0	0	0
RP11-989E6.13	0	0	0	0	0	0
RP11-989E6.11	0	0	0	0	0	0
RP11-19N8.2	0	0	0	0	0	0
IGHV1OR16-2	0	0	0	0	0	0
IGHV3OR16-10	0	0	0	0	0	0
RP11-989E6.8	0	0	0	0	0	0
IGHV1OR16-4	0	0	0	0	0	0
IGHV3OR16-8	0	0	0	0	0	0
RP11-19N8.4	0	0	0	0	0	0
RP11-19N8.3	0	0	0	0	0	0
HERC2P8	0	0	0	0	0	0
RP11-19N8.7	0	0	0	0	0	0
RP11-19N8.6	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0
RP11-1437A8.2	0	0	0	0	0	0
RP11-1437A8.3	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0
RP11-1437A8.4	0	0	0	0	0	0
RP11-1437A8.6	0	0	0	0	0	0
RP11-1277H1.5	0	0	0	0	0	0
RP11-1277H1.3	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0
RP11-1437A8.5	0	0	0	0	0	0
RP11-1437A8.7	0	0	0	0	0	0
RP11-23E10.6	0	0	0	0	0	0
RP11-23E10.5	0	0	0	0	0	0
RP11-23E10.3	0	0	0	0	1	0
RP11-989E6.10	0	0	0	0	0	0
RP11-23E10.2	0	0	0	0	0	0
RP11-23E10.4	0	0	0	0	0	0
RP11-293B20.3	0	0	0	0	0	0
RP11-293B20.2	0	0	0	0	0	0
BMS1P8	0	0	1	0	1	1
ENPP7P13	0	0	0	0	0	0
RP11-104C4.4	0	0	0	0	0	0
IGHV3OR16-12	0	0	0	0	0	0
RP11-104C4.2	0	0	0	0	0	0
IGHV3OR16-13	0	0	0	0	0	0
RP11-812E19.9	0	0	0	0	0	0
RP11-812E19.13	0	0	0	0	0	0
RP11-812E19.12	0	0	0	0	0	0
RP11-812E19.7	0	0	0	0	0	0
IGHV3OR16-11	0	0	0	0	0	0
RP11-812E19.10	0	0	0	0	0	0
ARHGAP23P1	0	0	0	0	0	0
IGHV3OR16-7	0	0	0	0	0	0
RP11-812E19.5	0	0	0	0	0	0
IGHV3OR16-16	0	0	0	0	0	0
RP11-812E19.14	0	0	0	0	0	0
RP11-812E19.3	0	0	0	0	0	0
RP11-598D12.4	0	0	0	0	0	0
BCAP31P1	3	1	0	2	1	1
RP11-598D12.1	0	0	0	0	0	0
RP11-598D12.2	0	0	0	0	0	0
CTD-2522B17.8	0	0	0	0	0	0
DUX4L45	0	0	0	0	0	0
PCMTD1P2	0	0	0	0	0	0
DUX4L46	0	0	0	0	0	0
DUX4L47	0	0	0	0	0	0
AC136932.2	0	0	0	0	0	0
LINC00273	0	0	0	0	0	0
AC136932.1	0	0	0	0	0	0
RNA5-8SP2	0	0	0	0	0	0
ABBA01017803.1	17	27	12	22	12	18
CTD-2144E22.9	0	0	0	0	0	0
CTD-2144E22.8	0	0	0	0	0	0
CTD-2144E22.7	0	0	0	0	0	0
CTD-2144E22.5	0	0	0	0	0	1
CTD-2144E22.6	0	0	0	0	0	0
CTD-2144E22.11	0	0	0	0	0	0
CCNYL3	0	0	0	0	0	0
CTD-2144E22.13	0	0	0	0	0	0
NAMPTP3	2	3	2	1	0	1
CTD-2144E22.10	5	1	1	2	0	1
VN1R68P	0	0	0	0	0	0
VN1R69P	0	0	0	0	0	0
RP11-244B22.14	0	0	0	0	0	0
RP11-244B22.11	0	0	0	0	0	0
RP11-244B22.12	0	0	0	0	0	0
RP11-244B22.10	0	0	0	0	0	0
RP11-244B22.13	0	0	0	0	0	0
UBE2MP1	1	1	1	1	1	2
SLC25A1P4	0	0	0	0	0	0
RP11-488I20.9	0	0	0	0	0	0
RP11-244B22.7	0	0	0	0	0	0
RP11-244B22.6	0	0	0	0	0	0
RP11-244B22.5	0	0	0	0	0	0
RP11-488I20.8	0	0	0	0	0	0
AC023824.1	0	0	0	0	0	0
RARRES2P5	0	0	0	0	0	0
FGFR3P5	0	0	0	0	0	0
RP11-244B22.3	0	0	0	0	0	0
RARRES2P6	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0
RP11-488I20.7	0	0	0	0	0	0
RARRES2P9	0	0	0	0	0	0
AGGF1P9	0	1	0	0	0	0
RP11-488I20.4	0	0	0	0	0	0
LINC01566	0	0	0	0	0	0
FRG2GP	0	0	0	0	0	0
AGGF1P4	0	0	0	0	0	0
RP11-80F22.13	0	0	0	0	0	0
RARRES2P7	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0
RP11-80F22.11	0	0	0	0	0	0
RP11-80F22.16	0	0	0	0	0	0
RP11-80F22.10	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0
RARRES2P10	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0
RP11-80F22.14	0	0	0	0	0	0
RP11-80F22.6	0	0	0	0	0	0
RP11-80F22.4	0	0	0	0	0	0
RP11-80F22.15	0	0	0	0	0	0
RP11-80F22.2	0	0	0	0	0	0
RP11-80F22.8	0	0	0	0	0	0
RARRES2P8	0	0	0	0	0	1
AGGF1P7	0	0	0	0	0	0
RP11-14K3.4	0	0	0	0	0	0
RP11-14K3.2	0	0	0	0	0	0
RP11-14K3.1	0	0	0	0	0	0
RP11-14K3.7	0	0	0	0	0	0
RP11-352B15.5	0	0	0	0	0	0
RNA5SP406	0	0	0	0	0	0
RNA5SP407	0	0	0	0	0	0
RNA5SP408	0	0	0	0	0	0
RNA5SP409	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0
RNA5SP410	0	0	0	0	0	0
RNA5SP411	0	0	0	0	0	0
RNA5SP412	0	0	0	0	0	0
RNA5SP413	0	0	0	0	0	0
RNA5SP414	0	0	0	0	0	0
RNA5SP415	0	0	0	0	0	0
RNA5SP416	0	0	0	0	0	0
RNA5SP417	0	0	0	0	0	0
RNA5SP418	0	0	0	0	0	0
RNA5SP419	0	0	0	0	0	0
RNA5SP420	0	0	0	0	0	0
RNA5SP421	0	0	0	0	0	0
RNA5SP422	0	0	0	0	0	0
RNA5SP423	0	0	0	0	0	0
RP11-352B15.2	0	1	0	0	0	0
HMGN2P41	1	1	1	3	2	0
VN1R70P	0	0	0	0	0	0
RP11-43P5.1	0	0	0	0	0	0
RP11-43P5.3	0	0	0	0	0	0
PPP1R1AP2	0	0	0	0	0	0
ANKRD26P1	2	0	1	1	2	0
RNU6-845P	0	0	0	0	0	0
RP11-46D6.5	1	3	0	0	1	0
RP11-46D6.4	0	0	0	0	0	0
SHCBP1	922	820	621	1300	790	717
RP11-46D6.1	0	0	0	0	0	0
RAB43P1	0	0	1	0	0	0
RP11-93O14.1	0	0	0	0	1	0
VPS35	9728	11317	9652	12742	10269	10487
RP11-93O14.2	42	34	37	56	38	33
RP11-93O14.3	33	36	39	35	40	38
ORC6	3734	3825	3108	4494	3382	2815
MYLK3	54	71	62	65	62	81
RP11-480G7.2	1	1	0	1	1	0
C16orf87	1209	1312	1416	1479	1318	1116
CKBP1	0	0	0	0	0	0
RP11-480G7.3	0	0	0	0	0	0
GPT2	232	231	262	172	205	201
DNAJA2	9258	8644	8988	10520	7767	7108
RP11-169E6.1	1	3	4	2	1	3
RP11-169E6.4	0	0	0	0	0	0
RP11-169E6.3	0	0	0	0	0	0
NETO2	407	374	339	972	553	456
ITFG1-AS1	0	1	1	0	1	0
RPL23AP72	1	0	1	0	0	0
ITFG1	1132	1031	1218	1913	1260	1250
RP11-329J18.3	12	6	6	7	5	12
RP11-329J18.5	7	2	6	2	0	5
RP11-329J18.4	0	2	0	0	2	1
RP11-474B12.1	15	5	7	3	11	9
RNA5SP424	0	0	1	0	0	0
PHKB	1346	1159	1166	1451	1481	1307
RNA5SP425	0	1	0	1	0	0
RP11-177N22.3	1	3	0	1	2	5
RP11-177N22.2	0	0	0	0	0	0
EIF4BP5	3	1	3	0	2	7
NDUFA5P11	5	5	6	6	7	4
RP11-523L20.2	6	4	1	0	5	6
CTB-55P19.1	0	0	0	0	0	0
AC140542.2	13	9	8	6	8	14
RP11-523L20.1	0	0	0	0	0	0
RP11-3M1.3	0	0	0	0	0	0
ABCC12	8	9	8	1	3	2
RP11-3M1.1	0	0	0	0	0	0
ABCC11	4	10	2	4	4	3
LONP2	3049	2891	2173	3143	4263	2517
UBA52P8	3	5	0	3	5	6
CTD-2600H12.2	120	56	44	78	89	62
SIAH1	505	287	438	364	179	227
AC023818.1	0	0	0	0	0	0
RP11-44I10.6	0	0	0	0	0	0
RP11-44I10.5	0	0	0	0	0	3
MOCS1P1	0	0	0	0	0	0
N4BP1	339	283	343	336	319	275
RP11-44I10.3	15	5	6	4	5	2
RPS2P44	5	2	1	1	4	9
CTC-527H23.1	1	3	1	0	1	1
CTC-527H23.2	0	0	0	0	0	0
RP11-42I10.1	39	43	55	28	34	42
CTC-527H23.3	9	5	10	6	13	3
CTC-527H23.4	0	0	0	1	0	0
AC007611.1	0	0	0	0	0	0
KLF8P1	0	0	0	0	0	0
RNU6-257P	0	0	0	0	0	0
RP11-42I10.3	0	0	0	0	0	0
RP11-98C8.1	0	0	0	0	0	0
RP11-22D3.1	0	0	0	0	0	0
RP11-22D3.2	0	0	0	0	0	0
CBLN1	48	47	40	19	16	14
RP11-491F9.1	18	9	16	12	4	4
RP11-491F9.8	0	0	0	0	0	0
RP11-491F9.2	0	0	0	0	0	0
RP11-491F9.6	1	0	0	0	0	0
RP11-491F9.5	0	0	0	0	0	0
RP11-491F9.3	4	1	0	0	1	1
C16orf78	56	18	22	20	3	17
RP11-189E14.5	0	0	0	0	0	0
RP11-189E14.3	0	0	0	0	0	0
RP11-189E14.4	0	0	0	0	0	0
ZNF423	239	221	208	172	143	181
ADAM3B	10	18	8	5	6	5
AC007339.1	2	0	0	0	0	0
AC007339.2	0	0	0	0	0	0
MRPS21P7	1	0	0	0	1	0
CTD-2595P9.2	1	2	0	0	0	0
MRPS21P8	0	0	0	3	0	1
AC027348.1	0	0	0	0	0	0
CTD-2595P9.4	3	17	4	4	13	16
RP11-305A4.2	0	0	0	0	0	0
RP11-305A4.3	0	0	0	0	0	0
RPL34P29	0	0	0	0	0	0
CNEP1R1	1407	1290	1594	1444	1392	1156
RP11-429P3.3	0	0	0	0	0	0
RP11-429P3.2	0	0	0	0	0	0
ACTG1P16	0	1	0	0	0	0
HEATR3	244	284	288	353	261	241
RP11-429P3.8	2	1	1	3	0	1
RNY4P3	2	1	0	0	0	0
RP11-429P3.5	0	1	0	1	0	3
RPL10P14	1	4	1	0	2	0
PAPD5	785	578	696	809	469	468
ADCY7	15	5	6	14	26	13
MIR6771	0	0	0	0	0	0
BRD7	1444	1665	1179	1157	1132	950
RP11-21B23.1	0	0	0	0	0	1
RP11-21B23.2	9	10	11	1	2	2
RP11-21B23.3	1	0	0	0	0	1
NKD1	1213	1206	867	505	651	539
RP11-401P9.1	14	7	1	6	4	0
RP11-401P9.7	2302	1235	786	560	623	813
RP11-401P9.6	26	11	12	2	11	11
RP11-401P9.4	189	174	109	93	158	109
RP11-401P9.5	6	7	8	3	3	10
SNX20	0	0	0	0	0	0
NOD2	3	0	3	6	8	1
RP11-327F22.6	0	0	0	0	0	0
RP11-327F22.2	0	0	0	0	0	0
RP11-327F22.1	0	0	0	0	0	1
CYLD	339	342	286	534	427	354
MIR3181	0	0	0	0	0	0
RP11-327F22.4	1	0	0	1	1	0
RP11-327F22.5	0	0	0	0	0	0
CTD-2034I21.1	0	0	0	0	0	0
RNA5SP426	0	0	0	0	0	0
CTD-2034I21.2	3	4	4	0	0	4
RP11-883G14.1	0	0	1	0	1	1
RP11-883G14.2	0	0	0	0	0	0
RP11-883G14.3	0	1	0	0	0	0
RP11-883G14.4	0	0	0	0	0	0
SOD1P2	0	0	0	1	0	1
SALL1	2526	2038	1876	1786	1402	1184
AC009166.5	2	5	4	2	1	6
AC009166.7	15	9	15	10	4	0
AC137527.2	0	0	0	0	0	0
UNGP1	0	0	0	0	0	0
RP11-437L7.1	0	0	0	0	0	0
HNRNPA1P48	321	493	495	447	219	421
RN7SKP142	0	0	0	0	0	0
LINC01571	52	71	57	46	26	52
C16orf97	0	0	0	1	0	0
RP11-152O14.4	0	0	0	0	0	0
RP11-152O14.3	0	0	0	0	0	0
LINC00919	2	6	2	3	2	3
RP11-152O14.1	0	0	0	0	0	0
RP11-142G1.3	0	0	0	0	0	0
RP11-142G1.1	0	0	0	0	0	0
AC007333.1	0	0	0	0	0	0
CASC22	0	0	0	0	0	0
RP11-132F7.2	12	7	24	3	7	12
TOX3	39	36	37	37	23	17
CASC16	0	0	0	0	0	0
RP11-297L17.2	0	0	0	0	0	0
RP11-297L17.3	0	0	0	0	0	0
RP11-297L17.4	0	0	0	0	0	0
RP11-297L17.6	19	44	27	26	21	31
PHBP21	7	14	13	11	10	15
RP11-467J12.2	0	0	1	0	0	1
RP11-467J12.3	0	0	1	1	0	2
RP11-467J12.4	2	1	0	0	0	2
RP11-295M3.4	57	94	82	20	48	55
CHD9	2305	2593	2425	3805	3950	3593
RP11-295M3.2	2	0	0	0	1	1
AC007906.1	0	1	3	0	3	1
RP11-454F8.3	1	1	2	1	1	0
RP11-454F8.2	4	2	5	8	10	6
RP11-454F8.4	9	13	8	10	14	15
RNA5SP427	0	0	0	0	0	0
RP11-44F14.4	0	0	0	0	0	0
RP11-44F14.1	0	2	1	0	0	0
RP11-44F14.2	1	4	0	0	1	0
RP11-44F14.8	0	0	3	0	0	0
RP11-44F14.9	0	0	0	0	0	0
RP11-44F14.10	2	0	0	0	0	0
RBL2	265	287	271	297	246	336
RNU6-1153P	0	2	2	4	1	3
RP11-44F14.5	16	10	9	10	12	7
RP11-44F14.7	5	6	5	10	6	6
RP11-44F14.6	12	8	8	9	10	9
AKTIP	159	173	178	162	203	152
RPGRIP1L	544	589	621	663	565	584
RP11-36I17.2	5	5	5	4	6	3
FTO	3111	3989	3010	3809	4675	3320
RP11-357N13.3	7	10	6	7	4	17
RP11-357N13.6	8	4	9	3	12	10
RP11-357N13.2	7	0	0	1	2	3
RP11-357N13.1	1	0	1	0	0	1
FTO-IT1	64	69	64	73	91	67
AC007347.1	0	0	0	0	0	0
RP11-324D17.3	0	0	0	0	0	0
RP11-324D17.2	0	0	0	0	0	0
RP11-324D17.1	0	0	0	0	0	0
IRX3	20	9	13	21	6	25
RP11-434E6.4	0	0	2	0	0	0
RP11-434E6.2	0	0	0	0	0	0
RP11-1136G4.1	0	0	0	0	0	0
RP11-1136G4.2	1	0	1	2	3	2
CRNDE	40	58	64	103	56	47
IRX5	0	0	1	0	2	1
CTD-3032H12.2	0	0	0	0	0	0
CTD-3032H12.1	0	0	0	0	0	0
CTD-3032H12.3	0	0	0	0	0	0
RP11-26L20.3	0	0	0	0	0	0
RN7SL841P	0	0	0	0	0	0
IRX6	0	0	0	0	0	0
RP11-26L20.4	0	0	0	0	0	0
RPL31P56	0	0	0	0	0	0
MMP2	3656	4353	3519	4054	6089	5020
RP11-212I21.5	0	0	0	0	0	0
RP11-212I21.2	0	1	0	0	0	0
RP11-212I21.3	8	4	6	2	3	3
LPCAT2	50	72	103	58	53	85
RP11-212I21.4	10	2	12	2	4	13
CAPNS2	4	2	0	0	3	1
SLC6A2	4	5	4	0	1	2
RP11-481F24.3	0	0	1	0	0	0
CES1P2	2	0	0	0	1	0
CES1P1	19	20	9	16	12	11
CES1	19	42	50	37	62	55
CES5A	0	0	0	0	0	0
RP11-461O7.1	3	1	4	2	1	0
RP11-461O7.2	0	2	0	1	2	0
RP11-355E10.1	0	0	0	0	0	0
CTD-2050B12.1	1	2	0	0	0	0
GNAO1	23	25	11	16	24	20
DKFZP434H168	0	0	0	0	0	1
MIR3935	0	0	0	0	0	0
RP11-441F2.2	1	0	0	0	0	1
RP11-441F2.4	0	0	0	0	0	0
RP11-441F2.5	0	0	0	0	0	0
AMFR	806	549	903	1043	749	545
RP11-413H22.2	2	3	4	3	3	4
NUDT21	9004	7703	8635	10520	6967	6355
OGFOD1	4767	5101	4231	5416	4680	3920
RP11-413H22.3	6	1	1	1	0	0
BBS2	725	847	890	861	1015	985
MT4	1	0	0	0	0	0
MT3	0	2	1	0	0	0
MT2A	149	58	85	127	73	108
