Geneid	IWPHE1	IWPHE2	IWPHE3	57HED	60HED	67HED	57HER	60HER	67HER	57HPCD	60HPCD	67HPCD	57HPCR	60HPCR	67HPCR
RP11-23E10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-23E10.3	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
RP11-989E6.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-23E10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-23E10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-293B20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-293B20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P8	1	0	0	1	2	1	0	0	1	0	0	2	1	4	0
ENPP7P13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-104C4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-104C4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP23P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3OR16-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-812E19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-598D12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAP31P1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1
RP11-598D12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-598D12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2522B17.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCMTD1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC136932.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00273	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
AC136932.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5-8SP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABBA01017803.1	6	4	7	6	4	8	2	4	11	10	5	0	6	6	11
CTD-2144E22.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNYL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAMPTP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2144E22.10	3	1	2	1	1	0	0	1	1	1	0	0	0	3	1
VN1R68P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R69P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.10	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0
RP11-244B22.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2MP1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SLC25A1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-488I20.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-488I20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244B22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-488I20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-488I20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRG2GP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-80F22.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES2P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-14K3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-14K3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-14K3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-14K3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-352B15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-352B15.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P41	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0
VN1R70P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-43P5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-43P5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R1AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD26P1	1	1	3	0	3	0	0	2	1	0	2	0	12	7	1
RNU6-845P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-46D6.5	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0
RP11-46D6.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHCBP1	527	475	423	256	346	245	195	278	253	680	1049	685	968	1037	858
RP11-46D6.1	1	2	2	0	0	1	0	1	0	0	2	0	0	2	0
RAB43P1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RP11-93O14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS35	7403	6674	6084	5649	7015	5293	5545	6291	5918	6843	9130	6710	8551	8983	8201
RP11-93O14.2	19	15	16	20	15	9	10	8	8	21	41	24	26	21	24
RP11-93O14.3	33	34	24	17	27	22	27	10	15	35	50	39	38	37	53
ORC6	1220	1110	1017	899	1139	961	967	1054	1000	781	1367	1121	1435	1319	1346
MYLK3	50	45	49	18	20	18	11	34	19	48	39	48	53	28	51
RP11-480G7.2	2	2	2	0	1	1	2	0	0	1	4	0	0	0	0
C16orf87	530	474	449	596	610	563	715	603	612	609	857	572	840	776	806
CKBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-480G7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPT2	164	148	152	124	113	114	141	147	103	28	29	44	50	50	40
DNAJA2	3907	3438	3258	4078	4356	3632	4184	4432	4160	3380	4401	3374	4562	4335	4324
RP11-169E6.1	0	4	3	2	2	4	0	2	4	5	11	6	1	9	10
RP11-169E6.4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
RP11-169E6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NETO2	197	193	188	273	251	181	305	245	199	146	148	103	179	165	123
ITFG1-AS1	1	2	2	0	3	0	1	7	6	2	7	3	0	2	3
RPL23AP72	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0
ITFG1	1825	1726	1635	950	1334	1080	1088	1257	1180	787	1098	769	1342	1402	949
RP11-329J18.3	21	20	26	28	23	20	24	29	25	19	33	13	39	49	27
RP11-329J18.5	8	6	7	7	23	12	17	10	19	5	16	5	11	13	8
RP11-329J18.4	1	2	2	2	2	1	0	6	5	7	2	3	0	1	1
RP11-474B12.1	31	41	22	33	62	38	44	75	21	49	27	25	38	39	21
RNA5SP424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHKB	4532	4174	3816	1758	2956	2130	1791	2782	2304	2840	2878	2267	3006	3046	2500
RNA5SP425	2	4	3	0	0	0	0	0	1	2	3	0	2	2	0
RP11-177N22.3	4	6	6	0	0	2	1	7	1	8	5	8	11	7	5
RP11-177N22.2	0	2	0	0	2	1	0	3	1	3	2	4	0	2	0
EIF4BP5	15	12	10	3	4	5	0	10	5	3	3	7	4	6	6
NDUFA5P11	7	4	2	3	15	11	8	9	4	10	11	6	13	9	9
RP11-523L20.2	2	3	6	1	1	4	2	6	6	0	1	0	0	1	0
CTB-55P19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140542.2	3	7	5	2	6	0	0	5	2	0	3	0	1	0	0
RP11-523L20.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-3M1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC12	5	7	6	13	21	16	12	13	6	1	0	0	0	0	0
RP11-3M1.1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ABCC11	13	24	13	4	19	7	9	10	12	2	1	6	11	1	5
LONP2	3518	3171	2900	2879	3311	3079	1658	1727	1692	1679	2267	1662	2387	1769	2924
UBA52P8	9	6	5	3	4	4	2	15	5	2	4	4	0	5	7
CTD-2600H12.2	129	127	118	115	116	125	133	125	164	129	122	92	114	113	109
SIAH1	237	227	221	242	346	283	274	310	311	220	216	147	241	220	200
AC023818.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44I10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44I10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOCS1P1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
N4BP1	428	385	367	276	276	247	294	332	199	299	321	269	285	397	260
RP11-44I10.3	14	12	10	3	15	7	13	14	13	34	19	12	23	18	13
RPS2P44	9	5	6	8	3	2	5	5	4	18	7	5	16	9	8
CTC-527H23.1	3	1	1	0	0	0	3	2	1	4	2	2	0	2	3
CTC-527H23.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP11-42I10.1	35	36	25	62	64	63	62	55	65	20	36	30	39	37	31
CTC-527H23.3	3	3	9	6	7	10	11	7	4	1	7	7	3	2	11
CTC-527H23.4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
AC007611.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KLF8P1	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0
RNU6-257P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-42I10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-98C8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-22D3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-22D3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLN1	12	13	10	9	40	29	5	20	19	0	0	0	0	0	0
RP11-491F9.1	4	1	1	0	9	5	0	11	7	0	3	2	0	1	1
RP11-491F9.8	0	0	0	2	1	0	1	3	0	0	0	0	0	0	0
RP11-491F9.2	1	1	1	1	2	3	1	0	2	0	0	0	0	0	0
RP11-491F9.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-491F9.5	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0
RP11-491F9.3	0	1	0	0	4	0	0	0	4	0	0	0	0	0	0
C16orf78	1	5	1	1	1	1	2	1	3	0	0	0	1	0	0
RP11-189E14.5	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0
RP11-189E14.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-189E14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF423	182	156	135	108	121	108	130	167	115	1	4	2	2	2	2
ADAM3B	14	11	15	15	25	10	22	21	14	4	0	0	2	0	0
AC007339.1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
AC007339.2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
MRPS21P7	0	2	0	1	1	3	5	2	1	0	0	0	0	0	0
CTD-2595P9.2	3	4	5	3	3	3	2	3	1	0	0	0	0	0	0
MRPS21P8	2	2	5	3	2	0	4	3	1	0	0	0	0	0	0
AC027348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2595P9.4	14	17	15	4	17	7	11	23	8	2	0	0	0	0	1
RP11-305A4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-305A4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL34P29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNEP1R1	763	695	590	621	631	500	650	543	569	897	966	721	1220	981	948
RP11-429P3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-429P3.2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
ACTG1P16	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1
HEATR3	106	100	103	84	73	83	120	96	98	116	165	150	124	178	151
RP11-429P3.8	4	4	1	1	2	0	2	0	1	3	4	1	5	5	2
RNY4P3	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0
RP11-429P3.5	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0
RPL10P14	2	4	1	1	2	3	0	1	2	1	2	1	3	3	3
PAPD5	388	305	311	442	483	382	381	387	423	279	371	300	440	386	366
ADCY7	53	53	47	10	20	15	19	23	17	104	188	187	188	272	244
MIR6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRD7	635	569	504	634	836	580	702	703	658	312	554	468	572	575	563
RP11-21B23.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-21B23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-21B23.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKD1	25	28	13	32	35	20	31	17	18	20	14	25	45	31	27
RP11-401P9.1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
RP11-401P9.7	20	20	11	66	82	64	71	66	56	29	57	65	85	108	98
RP11-401P9.6	1	0	2	1	0	1	0	2	1	0	2	2	2	3	0
RP11-401P9.4	2	7	5	14	16	15	24	14	17	7	4	8	20	11	13
RP11-401P9.5	5	2	3	8	12	4	6	10	1	22	18	26	35	21	24
SNX20	2	1	0	7	5	2	4	2	4	376	610	632	708	666	743
NOD2	7	2	1	9	4	8	2	7	7	226	420	254	232	412	197
RP11-327F22.6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
RP11-327F22.2	0	0	0	0	0	0	0	2	0	7	10	10	12	8	11
RP11-327F22.1	0	0	0	0	2	1	2	0	0	3	3	1	5	6	5
CYLD	1122	1047	895	684	983	911	744	821	884	2091	1397	1177	1844	1664	1444
MIR3181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-327F22.4	9	1	6	9	13	36	3	3	5	3	1	3	7	2	6
RP11-327F22.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2034I21.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNA5SP426	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CTD-2034I21.2	0	1	2	0	0	0	0	0	0	4	1	1	4	0	3
RP11-883G14.1	0	0	0	0	0	0	0	0	0	10	11	3	12	4	11
RP11-883G14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-883G14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-883G14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOD1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SALL1	436	392	335	549	816	765	504	802	715	4	6	9	5	8	1
AC009166.5	2	1	0	2	2	1	1	3	1	1	0	0	0	0	0
AC009166.7	3	1	4	3	15	14	6	12	8	0	0	0	0	0	0
AC137527.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNGP1	0	1	1	0	2	2	0	0	0	0	0	0	4	0	0
RP11-437L7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P48	125	103	110	146	159	119	146	159	161	85	116	63	118	111	140
RN7SKP142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01571	0	0	0	3	3	4	1	1	4	1	0	0	0	1	0
C16orf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-152O14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-152O14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-152O14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142G1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-142G1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007333.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-132F7.2	0	4	5	10	5	0	0	0	2	10	0	0	0	0	0
TOX3	35	36	26	31	38	5	3	6	9	44	3	0	0	0	0
CASC16	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-297L17.2	15	10	11	0	0	0	0	0	0	0	0	0	0	0	0
RP11-297L17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-297L17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-297L17.6	27	22	32	9	7	14	21	13	17	15	24	18	20	20	21
PHBP21	5	5	3	2	5	1	2	2	2	0	2	2	1	0	3
RP11-467J12.2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-467J12.3	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0
RP11-467J12.4	3	2	1	0	2	1	1	1	0	0	0	0	1	0	0
RP11-295M3.4	31	28	22	1	21	6	10	18	13	1	5	0	6	1	0
CHD9	2650	2381	2267	2722	3028	2611	2762	2838	2651	2459	3194	2661	3420	3016	3065
RP11-295M3.2	2	2	1	1	2	2	0	1	0	2	1	1	4	0	0
AC007906.1	0	0	0	0	2	0	2	1	0	0	0	0	2	1	0
RP11-454F8.3	0	1	1	1	0	0	0	0	0	3	3	0	0	5	1
RP11-454F8.2	17	14	17	10	5	1	8	5	8	10	13	12	14	8	10
RP11-454F8.4	17	13	10	10	4	6	8	10	9	8	6	13	7	10	9
RNA5SP427	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0
RP11-44F14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44F14.1	1	2	0	0	1	0	0	0	2	22	55	25	52	25	25
RP11-44F14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44F14.8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
RP11-44F14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-44F14.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBL2	663	610	528	331	433	309	360	465	399	516	542	537	718	702	521
RNU6-1153P	9	3	5	6	5	1	2	4	0	10	3	4	5	5	5
RP11-44F14.5	23	18	18	10	3	8	14	9	1	9	18	13	13	14	23
RP11-44F14.7	16	12	13	10	8	11	13	17	3	21	17	11	14	12	14
RP11-44F14.6	35	18	29	20	11	18	18	9	11	21	34	23	17	20	28
AKTIP	320	303	274	231	275	226	205	233	214	106	109	73	163	142	102
RPGRIP1L	481	432	382	320	474	382	390	398	376	118	163	104	185	157	159
RP11-36I17.2	3	5	2	6	9	1	13	4	3	2	1	0	2	5	0
FTO	4901	4451	4082	2571	3674	2790	2644	3462	3355	1904	2332	1873	2087	2212	2099
RP11-357N13.3	14	10	13	14	12	13	7	18	18	8	12	11	25	5	11
RP11-357N13.6	38	34	23	21	47	16	13	30	14	20	14	16	11	19	6
RP11-357N13.2	12	12	12	10	10	1	8	6	15	2	7	1	2	2	1
RP11-357N13.1	4	2	1	5	6	2	4	4	3	1	0	1	2	4	2
FTO-IT1	46	39	32	14	34	22	18	31	39	18	20	11	16	13	8
AC007347.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-324D17.3	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0
RP11-324D17.2	3	1	1	0	4	2	1	2	2	0	0	0	0	1	0
RP11-324D17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IRX3	18	18	21	6	15	7	10	17	13	17	13	20	18	30	15
RP11-434E6.4	1	1	0	0	0	2	0	0	0	3	5	0	4	3	4
RP11-434E6.2	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1
RP11-1136G4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1136G4.2	2	3	1	0	5	0	2	3	2	0	0	0	0	0	0
CRNDE	80	76	63	58	79	51	52	78	52	63	94	97	118	104	139
IRX5	1	1	2	2	1	2	1	0	1	3	0	1	2	1	2
CTD-3032H12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3032H12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3032H12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-26L20.3	1	0	0	0	3	2	0	4	0	7	0	0	1	0	0
RN7SL841P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX6	67	58	56	11	21	20	10	32	35	2	0	0	1	0	1
RP11-26L20.4	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0
RPL31P56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP2	4125	3665	3405	1855	2371	1660	2036	2604	1807	874	510	363	1005	773	315
RP11-212I21.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-212I21.2	2	2	4	7	2	5	7	5	1	11	6	5	9	5	6
RP11-212I21.3	4	0	4	0	0	2	2	0	4	2	0	0	0	0	0
LPCAT2	190	220	185	185	162	185	221	147	147	1456	1270	1225	2168	1758	1659
RP11-212I21.4	22	22	14	16	26	19	20	22	17	137	101	104	165	150	116
CAPNS2	6	6	7	3	1	2	5	2	0	21	14	14	29	28	21
SLC6A2	14	19	19	0	0	0	0	0	0	1	0	0	0	0	1
RP11-481F24.3	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0
CES1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CES1P1	0	1	0	0	0	0	0	0	0	3	3	7	6	2	0
CES1	21	16	5	21	17	14	5	25	10	619	414	319	736	333	321
CES5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-461O7.1	5	0	1	1	2	0	0	4	1	0	0	0	0	1	1
RP11-461O7.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RP11-355E10.1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
CTD-2050B12.1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAO1	17	21	16	8	10	9	13	21	8	3	6	9	7	19	20
DKFZP434H168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-441F2.2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-441F2.4	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0
RP11-441F2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	635	576	515	470	538	424	581	542	468	382	356	408	536	430	400
RP11-413H22.2	7	4	7	2	5	3	1	7	2	6	7	2	2	2	7
NUDT21	5408	4779	4579	3072	4675	3685	3251	4138	3876	2538	3458	2761	3142	3209	3353
