gene	inverseRank
SERPINE3	0.22
CAPN14	0.22
LSM2	0.22
KEAP1	0.22
PIK3AP1	0.22
CPSF4	0.22
LANCL3	0.22
SOX18	0.22
DDX3X	0.22
PRR7	0.22
IER3	0.22
WNT16	0.22
PGBD5	0.22
KMT2D	0.22
KLHL41	0.22
SUMO4	0.22
HERPUD2	0.22
RELA	0.22
C1GALT1C1L	0.22
RAB40AL	0.22
UPF2	0.22
RPS6KA4	0.22
ZNF664	0.22
PRTN3	0.22
C11orf95	0.22
ASB13	0.22
TIGD4	0.22
TMEM54	0.22
GALNT2	0.22
FUT10	0.22
SLC9A8	0.22
ZFYVE27	0.22
CD96	0.22
CPXM2	0.22
UBE4B	0.22
CDK9	0.22
RCOR2	0.22
CLASP2	0.22
MAP3K12	0.22
TAF10	0.22
RAB2A	0.22
GMEB2	0.22
GPSM1	0.22
TRIP11	0.22
STX6	0.23
PRSS2	0.23
ZNF440	0.23
TSPAN16	0.23
CLDN12	0.23
C9orf85	0.23
UCP1	0.23
HOXB6	0.23
RAG1	0.23
EPHA2	0.23
KDM4D	0.23
FOXB1	0.23
SAMD9	0.23
FAM102B	0.23
CDIP1	0.23
SSU72	0.23
SLC30A8	0.23
GDAP1L1	0.23
VPS9D1	0.23
BOD1L2	0.23
GDPD4	0.23
CELSR2	0.23
RSPH14	0.23
ZC3H7B	0.23
TCF15	0.23
WNT8A	0.23
BCL2L11	0.23
MUL1	0.23
GIGYF1	0.23
ZBTB17	0.23
MAN2C1	0.23
LSM4	0.23
PTPRS	0.23
LAPTM5	0.23
ITPR3	0.23
PCYT1B	0.23
ASB11	0.23
TEKT3	0.23
SEMA3D	0.23
ARHGAP44	0.23
EWSR1	0.23
APOC1	0.23
NFIA	0.23
CFAP61	0.23
IL1RL1	0.23
PGS1	0.23
TSPAN15	0.23
ZNF474	0.23
PHF20L1	0.23
OSBPL3	0.23
CTPS1	0.23
TMEM30A	0.23
ZBTB4	0.23
MRPL19	0.23
IMPDH1	0.23
LDHC	0.23
ESYT2	0.23
B4GALNT1	0.23
HSD11B1L	0.23
LZTFL1	0.23
MYDGF	0.23
TXNRD2	0.23
CNTN2	0.23
B3GNTL1	0.23
PEMT	0.23
OAS3	0.23
SEMA4G	0.23
RANBP9	0.23
IL15	0.23
NAIP	0.23
PXT1	0.23
AVL9	0.23
MFHAS1	0.23
SND1	0.23
MSH6	0.23
TGFBRAP1	0.23
FAM131A	0.23
CPA1	0.23
ERGIC1	0.23
ANKLE2	0.23
CTDSPL2	0.23
SYT5	0.23
CHMP2B	0.23
ANKRD23	0.23
ZNF623	0.23
PMPCA	0.23
DLL4	0.23
UTP18	0.23
HTT	0.23
NUP50	0.23
LRPAP1	0.23
EQTN	0.23
PSTPIP1	0.23
SUSD6	0.23
ECE1	0.23
EPHB3	0.23
ST6GAL2	0.23
ALKBH3	0.23
NUDT18	0.23
LMAN1	0.23
ADCY5	0.23
C2CD4C	0.23
INAFM2	0.23
MSI1	0.23
RFK	0.23
FAM71E1	0.23
AOC3	0.23
ALDH16A1	0.24
C16orf87	0.24
XXYLT1	0.24
NOX3	0.24
UTRN	0.24
CYP7A1	0.24
GALP	0.24
UBXN11	0.24
MAST3	0.24
SPG21	0.24
COLCA2	0.24
USP43	0.24
SRRM3	0.24
ZNF575	0.24
MST1	0.24
LONP1	0.24
WARS2	0.24
LRCH3	0.24
FAM169A	0.24
GBP4	0.24
XRN2	0.24
TOR1B	0.24
TENM3	0.24
SEMA7A	0.24
TNKS1BP1	0.24
RAB3IL1	0.24
UBN1	0.24
FAM189A1	0.24
TACR3	0.24
GLI2	0.24
ARID4B	0.24
CA3	0.24
ZNF185	0.24
COL26A1	0.24
ZBTB47	0.24
MCAT	0.24
FRAT1	0.24
CD79A	0.24
LRRFIP2	0.24
CHST4	0.24
ULK2	0.24
EMC4	0.24
NUP153	0.24
PCED1A	0.24
C6orf163	0.24
HIGD1C	0.24
HNRNPA0	0.24
CNIH3	0.24
LCP1	0.24
P2RX1	0.24
PIN1	0.24
NCAM2	0.24
PLEKHF2	0.24
TMEM170B	0.24
DPP9	0.24
FBXO15	0.24
MTHFD1	0.24
CIC	0.24
STRADA	0.24
TMEM53	0.24
LMOD3	0.24
UBE2R2	0.24
ZBTB34	0.24
UHRF1	0.24
NOMO2	0.24
ZNF138	0.24
GPATCH8	0.24
TSSK6	0.24
GOT2	0.24
PKN3	0.24
ARFGEF2	0.24
CYB561	0.24
DLGAP4	0.24
ATG16L1	0.24
SAMD14	0.24
ZNF609	0.24
UCK1	0.24
EBAG9	0.24
FAM20B	0.24
RNF182	0.24
SIPA1L3	0.24
CCL4	0.24
MC4R	0.24
GFAP	0.24
MPC2	0.24
RAPGEF4	0.24
LONRF3	0.24
ADGRE1	0.24
FAM72D	0.24
RMDN2	0.24
ZBTB45	0.24
CCDC12	0.24
IFRD2	0.24
MIER2	0.24
GLI3	0.24
MEGF9	0.24
ZBTB37	0.24
KAT5	0.24
GAK	0.24
SZT2	0.24
SNRNP70	0.24
LBR	0.24
PSME3	0.24
ITPKB	0.24
EFS	0.25
KCNQ1	0.25
RAB3GAP1	0.25
ADCY7	0.25
ZNF337	0.25
LY75	0.25
ZNF236	0.25
HOXD1	0.25
SHCBP1L	0.25
TEX13B	0.25
APOBEC3F	0.25
SLC16A8	0.25
KEL	0.25
CNR1	0.25
ADGB	0.25
C9orf57	0.25
PSD4	0.25
SLC28A3	0.25
IGSF21	0.25
IKBKG	0.25
PCDHA1	0.25
ACVR2B	0.25
PRMT6	0.25
NOMO3	0.25
WDR5	0.25
CLDN24	0.25
YTHDF1	0.25
ACBD5	0.25
BMP8A	0.25
CFAP45	0.25
NR0B1	0.25
ARMC3	0.25
PHACTR1	0.25
TRMT13	0.25
ACSBG1	0.25
IGSF3	0.25
EHD1	0.25
LZTR1	0.25
ENTPD6	0.25
MLST8	0.25
TRMT1L	0.25
HEBP2	0.25
NUP133	0.25
HPDL	0.25
PML	0.25
TMEM86B	0.25
TMEM187	0.25
ALPK2	0.25
NBL1	0.25
UBE2D1	0.25
ECHDC2	0.25
HOMER2	0.25
OR13C5	0.25
ZNF831	0.25
TESK2	0.25
LILRB2	0.25
FBXW9	0.25
ZNF304	0.25
PHF20	0.25
PCDHB6	0.25
MPP5	0.25
PROCR	0.25
BRD2	0.25
FBXO28	0.25
HOMEZ	0.25
APOBR	0.25
KCNN1	0.25
CBX6	0.25
TMEM43	0.25
RASSF10	0.25
TNNI2	0.25
ZFYVE28	0.25
ZNF577	0.25
OLR1	0.25
ID2	0.25
SPHK1	0.25
KIAA1328	0.25
MARVELD3	0.25
ZNF454	0.25
HRH4	0.25
DSG3	0.25
ZC3H11B	0.25
HDAC9	0.25
ZNF608	0.25
SNN	0.25
SMAP1	0.25
LHPP	0.25
MYO1C	0.25
CARM1	0.25
ZNF256	0.25
ANKDD1A	0.25
CDK20	0.25
PCDHGA1	0.25
OR14A2	0.25
STOML3	0.25
BRAF	0.25
HAS1	0.25
NGF	0.25
FOLH1	0.25
SLC34A2	0.25
MROH1	0.25
MYOCD	0.25
GAPVD1	0.25
SEPTIN11	0.25
B4GALT5	0.25
DPEP1	0.25
HIP1	0.25
IMPACT	0.25
MPST	0.25
TARBP2	0.25
INTS3	0.25
ADCY10	0.25
HIF1AN	0.25
DUSP19	0.25
SLC41A2	0.25
PA2G4	0.25
CEP350	0.25
TRAF3IP3	0.25
RGL2	0.25
SLC24A5	0.25
VPS51	0.25
PTTG2	0.25
ZNF804A	0.25
CLSTN2	0.25
EDDM3A	0.25
MYRFL	0.25
UHRF2	0.25
TMEM134	0.25
SP110	0.25
ZSCAN22	0.25
SGCD	0.25
METTL9	0.26
ZNF442	0.26
IQCB1	0.26
LRRC74A	0.26
B3GAT1	0.26
VPS37A	0.26
FAM227A	0.26
WNT4	0.26
CHID1	0.26
SLC39A4	0.26
PALD1	0.26
FHL3	0.26
ACADVL	0.26
SLCO6A1	0.26
RAB4B	0.26
JMJD4	0.26
ACSF3	0.26
PAX4	0.26
GNL3L	0.26
IRF8	0.26
FAM160A1	0.26
FBXO46	0.26
EXD2	0.26
DIRAS1	0.26
USP39	0.26
RIPPLY3	0.26
STKLD1	0.26
RBM39	0.26
LBP	0.26
ZNF706	0.26
GLYCTK	0.26
IL13RA1	0.26
JCHAIN	0.26
PACSIN3	0.26
SART3	0.26
GRHL3	0.26
PRPF40A	0.26
ISG20L2	0.26
AEBP2	0.26
STX19	0.26
FXN	0.26
RAC3	0.26
ABCG2	0.26
B3GNT9	0.26
SMPD2	0.26
MORN5	0.26
BACE1	0.26
UTS2B	0.26
C11orf21	0.26
MRPS26	0.26
PCDHAC1	0.26
MAPK14	0.26
PPP4C	0.26
ATP2C1	0.26
AQP11	0.26
NTN1	0.26
RWDD4	0.26
PORCN	0.26
PLCL2	0.26
TEX15	0.26
DZIP1L	0.26
TP53I11	0.26
POMGNT2	0.26
FRRS1L	0.26
EYA1	0.26
C1orf122	0.26
OR2K2	0.26
PTPRJ	0.26
GTF3C1	0.26
THPO	0.26
BRAT1	0.26
UPK2	0.26
NDUFS8	0.26
CA1	0.26
ANO5	0.26
FGFR2	0.26
OR52E5	0.26
MBLAC2	0.26
IGHMBP2	0.26
SLC6A8	0.26
HSF2	0.26
GDPD3	0.26
ASCL3	0.26
BCO1	0.26
ENTPD2	0.26
FKBP6	0.26
RTP4	0.26
TMEM184A	0.26
TMEM52B	0.26
RNASEH2C	0.26
CCDC148	0.26
PKD1	0.26
ROGDI	0.26
NBPF12	0.26
ADHFE1	0.26
SLC26A1	0.26
CCPG1	0.26
RAB40A	0.26
KHDRBS1	0.26
SERP1	0.26
FDXACB1	0.26
SPATA21	0.26
ESR2	0.26
TLE6	0.26
LCK	0.26
CTBP2	0.26
SMDT1	0.26
SPON2	0.26
ACIN1	0.26
C19orf44	0.27
CAV3	0.27
KLHL38	0.27
PTK7	0.27
TTC3	0.27
KANSL2	0.27
CASD1	0.27
NABP2	0.27
PTAR1	0.27
IRF3	0.27
MRC2	0.27
INA	0.27
MYEOV	0.27
RASSF6	0.27
SYT15	0.27
METTL1	0.27
PLEKHA8	0.27
MAPKBP1	0.27
ADGRD1	0.27
CNPY2	0.27
FGF18	0.27
PCBP3	0.27
SLC12A9	0.27
HPX	0.27
ART3	0.27
EVA1A	0.27
CLEC4D	0.27
UBR7	0.27
ZNF551	0.27
CSPG5	0.27
PPP1R14C	0.27
KRT80	0.27
HECTD3	0.27
ARHGAP19	0.27
MICALL1	0.27
APOL3	0.27
BOLA1	0.27
OLA1	0.27
RAB11FIP3	0.27
HEY1	0.27
URB2	0.27
EIF4G3	0.27
KCTD18	0.27
INPP5E	0.27
CDKL4	0.27
XKR8	0.27
IBTK	0.27
FREM3	0.27
SLC1A4	0.27
BOK	0.27
RILPL1	0.27
TJP3	0.27
BRD3	0.27
ARHGEF19	0.27
RHBDD1	0.27
KDM5C	0.27
SLC10A5	0.27
PMS1	0.27
PIGS	0.27
EPN1	0.27
SLC30A9	0.27
IRF5	0.27
TNPO2	0.27
PROM2	0.27
IGFBPL1	0.27
ODF3B	0.27
OSBPL5	0.27
C9orf64	0.27
TMEM216	0.27
IL16	0.27
HLTF	0.27
TMEM225	0.27
RPGRIP1	0.27
GABPB1	0.27
MOGAT1	0.27
FGD2	0.27
PDZK1IP1	0.27
MTURN	0.27
CLDN19	0.27
POLR3A	0.27
CLCN7	0.27
NCF1	0.27
SLC30A10	0.27
ZNF253	0.27
PIRT	0.27
MUC1	0.27
CADM1	0.27
CTXN3	0.27
B3GALT6	0.27
TOM1	0.27
SPTA1	0.27
PCDHB13	0.27
PLEKHA4	0.27
VWA8	0.27
GNAO1	0.27
BIN1	0.27
FLOT2	0.27
RASSF3	0.27
ANKRD31	0.27
COQ9	0.27
PCDHGB7	0.27
RALGPS2	0.27
BAG1	0.27
ECT2L	0.27
NDC1	0.27
SLC27A2	0.27
STOML2	0.27
AKAP8L	0.27
PPM1A	0.27
EBLN2	0.27
BTAF1	0.27
MAML3	0.27
KIAA0825	0.27
RHOT1	0.28
TRAPPC5	0.28
KCTD2	0.28
FREM2	0.28
COPS7B	0.28
CHRNB2	0.28
NAPA	0.28
SAMD12	0.28
PLEKHA7	0.28
APOBEC3D	0.28
TTLL12	0.28
SLC9C2	0.28
MBNL3	0.28
PARP12	0.28
FUT2	0.28
E2F6	0.28
CHCHD3	0.28
KDELR1	0.28
YBX2	0.28
FAM78B	0.28
BPIFB2	0.28
POT1	0.28
PRKD2	0.28
RAD23A	0.28
CARS2	0.28
ZNF558	0.28
CNKSR2	0.28
RBM45	0.28
OTOG	0.28
SLC25A14	0.28
KDM4A	0.28
TSPAN3	0.28
MLX	0.28
FBXL6	0.28
IL17RE	0.28
MPI	0.28
SPDYE1	0.28
DHODH	0.28
SLC7A4	0.28
ZNF32	0.28
HMG20B	0.28
CD177	0.28
KCNK7	0.28
DALRD3	0.28
CENPP	0.28
RIPK4	0.28
TRPC4AP	0.28
AP5B1	0.28
MRPS17	0.28
INTS9	0.28
TBCC	0.28
FAT4	0.28
GYPA	0.28
MRPS12	0.28
TRAF7	0.28
RBMX	0.28
PLEKHD1	0.28
METTL16	0.28
TIMM23B	0.28
RASAL3	0.28
RND2	0.28
RANGAP1	0.28
GLI4	0.28
SLC4A2	0.28
CEP70	0.28
C7orf26	0.28
KCNH7	0.28
CUL7	0.28
FBXO31	0.28
CACNA1B	0.28
VAMP5	0.28
ATP6V1A	0.28
CLDN14	0.28
SRSF4	0.28
MAP1S	0.28
GBP7	0.28
AATF	0.28
ZDHHC11	0.28
ANKS6	0.28
TOPBP1	0.28
CREBBP	0.28
EMC8	0.28
ZNF630	0.28
ARMC7	0.28
ULK3	0.28
NCBP1	0.29
MAZ	0.29
ZNF70	0.29
RELL1	0.29
SLC6A1	0.29
ZNF274	0.29
CLECL1	0.29
PACRGL	0.29
LPXN	0.29
RBM19	0.29
LGALS3	0.29
CDKN2AIP	0.29
DHX16	0.29
RASSF4	0.29
CACNB4	0.29
STK25	0.29
ZDHHC13	0.29
C11orf49	0.29
ZSCAN9	0.29
ZFP90	0.29
CCDC60	0.29
SELL	0.29
ISOC1	0.29
STK32B	0.29
ZNF488	0.29
FOXS1	0.29
PLAC9	0.29
TSHR	0.29
AP5Z1	0.29
SPATA33	0.29
CBX7	0.29
PQBP1	0.29
ATP10A	0.29
C1QBP	0.29
COG5	0.29
GPD1	0.29
CTSZ	0.29
GPR63	0.29
ARL17B	0.29
SNAP91	0.29
SLC8A1	0.29
RABL6	0.29
ITGAM	0.29
TMC3	0.29
TPRN	0.29
CDKL5	0.29
ATOH8	0.29
YKT6	0.29
ATRNL1	0.29
EYA4	0.29
TCTE1	0.29
TPTE2	0.29
TMEM64	0.29
CABLES1	0.29
TOMM40	0.29
CCDC25	0.29
RABL2A	0.29
RIC1	0.29
RIMKLB	0.29
ABHD13	0.29
RNF38	0.29
SOCS3	0.29
DPY19L3	0.29
UCN	0.29
ZP3	0.29
LAMA5	0.29
STAU2	0.29
MTMR4	0.29
TPST2	0.29
CTDSP1	0.29
LUC7L3	0.29
ASCL1	0.29
TEX261	0.29
TMEM26	0.29
MORN1	0.29
ZDHHC21	0.29
EBI3	0.29
GPCPD1	0.29
ZNF607	0.29
UPF1	0.29
PPP1R12C	0.29
EEPD1	0.29
FMR1	0.29
KIF1C	0.29
PI4KB	0.29
PRSS50	0.29
CRTAM	0.29
HGSNAT	0.29
ZC3H11A	0.29
NFIB	0.29
TAP1	0.29
RNH1	0.29
TEKT5	0.29
FCGBP	0.29
RAPGEF6	0.29
ICA1	0.29
DMPK	0.29
RPS6KA1	0.29
WAC	0.29
CELF4	0.29
CSTA	0.29
A4GNT	0.29
LEFTY1	0.29
NHLRC4	0.29
TCF24	0.29
ARL5B	0.29
KBTBD7	0.29
SLC16A1	0.29
SYNJ1	0.29
M1AP	0.29
UBE2Z	0.30
MAN2B1	0.30
ZNF334	0.30
LGI4	0.30
PGLYRP3	0.30
GLI1	0.30
ELK1	0.30
SCAMP5	0.30
RARA	0.30
RPUSD2	0.30
GET4	0.30
PLCG2	0.30
PDK3	0.30
ANKRD44	0.30
IRX3	0.30
PRRC2A	0.30
GAPT	0.30
GHR	0.30
MRPS34	0.30
SHANK1	0.30
HCN4	0.30
GCAT	0.30
ZNF613	0.30
GGN	0.30
JTB	0.30
POLR1A	0.30
BRAP	0.30
GNG7	0.30
LINGO1	0.30
DPM2	0.30
PARD6A	0.30
SOHLH2	0.30
ZCCHC7	0.30
L3MBTL2	0.30
DLL3	0.30
TUSC2	0.30
MPL	0.30
NUDT4	0.30
SCNN1D	0.30
PPME1	0.30
ICA1L	0.30
PTPRU	0.30
TXNRD3	0.30
SNCG	0.30
GOLPH3	0.30
TAOK2	0.30
GABRB1	0.30
MRGPRX1	0.30
PLEKHA3	0.30
TMEM191C	0.30
ISCU	0.30
CCNT2	0.30
CYP4Z1	0.30
OR10D3	0.30
SLC1A6	0.30
ZFP36	0.30
ADRA2A	0.30
EXOC4	0.30
DFFB	0.30
DICER1	0.30
SMIM17	0.30
KMT2C	0.30
ZNF790	0.30
DHX15	0.30
RPAP2	0.30
PPA2	0.30
DCST1	0.30
PSTK	0.30
ZNF35	0.30
PCIF1	0.30
MGAT4A	0.30
CUL9	0.30
TAS2R39	0.30
SNIP1	0.30
PIAS2	0.30
BTN3A1	0.30
CDC27	0.30
MAGEA4	0.30
TBC1D10A	0.30
SLC39A10	0.30
POLRMT	0.30
PPP1R35	0.30
METTL23	0.30
DPYSL3	0.30
EHMT1	0.30
PPP1R13B	0.30
POLR3E	0.30
POLM	0.30
TIMM44	0.31
SPTLC2	0.31
SAMM50	0.31
TRIM68	0.31
RAB26	0.31
ANKRD35	0.31
ASB7	0.31
INTU	0.31
PGLYRP1	0.31
NUDT8	0.31
TCTA	0.31
WBP11	0.31
ARHGAP15	0.31
PHF5A	0.31
MYO15B	0.31
TRPM3	0.31
TRMU	0.31
ZBTB44	0.31
PALB2	0.31
PELP1	0.31
WDFY4	0.31
ADAMTS16	0.31
OR52N2	0.31
UNC119	0.31
TMEM161A	0.31
MEX3B	0.31
IRX6	0.31
PCOLCE2	0.31
NAALADL1	0.31
JAKMIP1	0.31
MEX3C	0.31
CHD6	0.31
PTH2R	0.31
ANGEL1	0.31
ABLIM2	0.31
LRRC15	0.31
MEF2B	0.31
S100G	0.31
CLPB	0.31
ZNF48	0.31
PRR22	0.31
MOBP	0.31
CUZD1	0.31
STS	0.31
DRC1	0.31
AKT2	0.31
SLC17A3	0.31
OXSR1	0.31
USP54	0.31
KCNAB2	0.31
SLC26A8	0.31
ARRB1	0.31
OTUD6B	0.31
WDR86	0.31
C2orf68	0.31
HHAT	0.31
ABHD10	0.31
PNLDC1	0.31
OR56B1	0.31
HYAL1	0.31
KIAA1522	0.31
PCDH20	0.31
HFM1	0.31
SH3D19	0.31
UBAC1	0.31
CALB1	0.31
DMTN	0.31
INTS1	0.31
GKAP1	0.31
CD163L1	0.31
ERCC2	0.31
TRIM36	0.31
MRGBP	0.31
AUTS2	0.31
MAPK6	0.31
DLX1	0.31
SMTN	0.31
FAAH2	0.31
TYW3	0.31
ARHGDIA	0.31
REL	0.31
HOXC6	0.31
UBAP2L	0.31
PRPF40B	0.31
MYOM2	0.31
ZIC3	0.31
HACE1	0.31
MYO3A	0.31
HCAR1	0.31
SPATA13	0.31
PIK3IP1	0.31
SRSF8	0.31
CEP72	0.31
C1QTNF6	0.31
B4GALT7	0.31
GNG8	0.31
FANCE	0.31
ACER1	0.32
MACROD1	0.32
CCDC180	0.32
NLN	0.32
RYR3	0.32
ZZZ3	0.32
KCNV1	0.32
KLK7	0.32
RNF187	0.32
OGDHL	0.32
DCAF10	0.32
SIGLEC8	0.32
DKK3	0.32
PRIM2	0.32
DSC1	0.32
CDKAL1	0.32
LRRC8D	0.32
ATXN7	0.32
AC124312.1	0.32
TMC7	0.32
SUCO	0.32
TRPV4	0.32
SLC41A1	0.32
CHERP	0.32
SIK3	0.32
AGO3	0.32
C4orf17	0.32
EPHB4	0.32
SLMAP	0.32
SLC35C2	0.32
ZBTB46	0.32
DMAP1	0.32
FAM83B	0.32
TMEM45A	0.32
KPNA3	0.32
SCN4A	0.32
WTIP	0.32
SNX10	0.32
TMEM80	0.32
HEY2	0.32
AMMECR1L	0.32
RAB14	0.32
PRR12	0.32
CKAP5	0.32
CANX	0.32
NPEPL1	0.32
PDPR	0.32
TSC22D4	0.32
TBC1D17	0.32
IER2	0.32
PAPPA2	0.32
RUNX1T1	0.32
PAPPA	0.32
SMAD2	0.32
CHST15	0.32
KTI12	0.32
FCHO2	0.32
SPSB4	0.32
TENM1	0.32
ANGPT2	0.32
C17orf67	0.32
CKMT1A	0.32
SLC44A4	0.32
WIPF1	0.32
FYCO1	0.32
INTS8	0.32
FAM98C	0.32
ARHGEF2	0.32
KCTD16	0.32
TET2	0.32
ITGA10	0.32
SLC6A12	0.32
USP9Y	0.32
ECHDC3	0.32
ATP2A2	0.32
RAB8B	0.32
SLC9A3R2	0.33
TM9SF3	0.33
DNAH8	0.33
SH3D21	0.33
NUDT16L1	0.33
PPP1R1A	0.33
CDIPT	0.33
SUN1	0.33
CSPP1	0.33
SPATA4	0.33
BAIAP2	0.33
TDRD3	0.33
MUSTN1	0.33
TBC1D22B	0.33
STK39	0.33
ITGB1BP2	0.33
KIAA2026	0.33
CDC7	0.33
MECR	0.33
SPRED1	0.33
COL11A1	0.33
CPEB3	0.33
SMIM13	0.33
SPATA5	0.33
TAL1	0.33
ROBO3	0.33
FKBP8	0.33
MUS81	0.33
TMEM248	0.33
MTRNR2L3	0.33
KIF3B	0.33
ADARB2	0.33
GPM6B	0.33
ITGA6	0.33
C2orf15	0.33
KRT17	0.33
TMEM220	0.33
PTP4A1	0.33
SH3RF1	0.33
C18orf21	0.33
STYK1	0.33
PCBD1	0.33
HERC2	0.33
VTI1B	0.33
SLC25A46	0.33
PRG4	0.33
CNNM4	0.33
REEP2	0.33
PSEN2	0.33
POLA2	0.33
PPP6C	0.33
CCL7	0.33
CRAT	0.33
SOGA1	0.33
RUFY1	0.33
TNRC6C	0.33
CPAMD8	0.33
SAPCD2	0.33
EDEM3	0.33
GNPTAB	0.33
SH2D1B	0.33
CCDC151	0.33
CEBPZ	0.33
EMC6	0.33
SIGLECL1	0.33
AASDHPPT	0.33
PARD6B	0.33
ETV2	0.33
CDA	0.33
PCBP1	0.33
SHROOM1	0.33
NRGN	0.33
ACTRT1	0.33
TRMT1	0.33
TRAF3	0.33
KCNV2	0.34
PRDM2	0.34
CCNI2	0.34
MICU2	0.34
GCKR	0.34
ERCC8	0.34
NOVA2	0.34
MPP6	0.34
MFSD12	0.34
BLOC1S4	0.34
AMFR	0.34
RTTN	0.34
ZKSCAN4	0.34
C20orf144	0.34
MAGI3	0.34
SLC15A3	0.34
RANBP3	0.34
SLC7A6	0.34
CRYBB3	0.34
DLG5	0.34
LSMEM1	0.34
ZNF140	0.34
SLC16A13	0.34
EPHA1	0.34
SFMBT2	0.34
PUSL1	0.34
METTL21A	0.34
XPO4	0.34
PNN	0.34
KCND1	0.34
CDYL2	0.34
ARFGAP1	0.34
NCDN	0.34
SLC15A4	0.34
ZNF117	0.34
CASK	0.34
PITPNA	0.34
POU3F1	0.34
SPIB	0.34
KRBA1	0.34
FCGR3B	0.34
C16orf54	0.34
DLG3	0.34
ZNF286A	0.34
CNOT4	0.34
NBPF4	0.34
EPHX4	0.34
TMPRSS5	0.34
DDIT4L	0.34
IZUMO2	0.34
PLXNB1	0.34
GUK1	0.34
IKBKB	0.34
VANGL1	0.34
NIPSNAP3B	0.34
GABRA5	0.34
STPG2	0.34
PACS1	0.34
GRHL1	0.34
CYGB	0.34
PDZD4	0.34
ZNF821	0.34
LMNA	0.34
ZNF578	0.34
DRAP1	0.34
CYP4X1	0.34
ANKRD36	0.34
MFN2	0.34
PLD2	0.34
PHC1	0.34
NR2C1	0.34
EVC2	0.34
SLC25A13	0.34
STC2	0.34
PLA2G6	0.34
SLC35E4	0.34
PCGF2	0.34
STRADB	0.34
SUSD4	0.34
EIF2B5	0.34
FAM3C	0.34
FBXL22	0.34
KATNB1	0.34
CKM	0.34
GIT1	0.34
PILRB	0.34
DBNDD2	0.34
CYP2R1	0.34
MARCFH2	0.34
TPRKB	0.35
CD8A	0.35
FBXW10	0.35
UNC79	0.35
ADGRG3	0.35
IDUA	0.35
TBCK	0.35
PACSIN2	0.35
JMY	0.35
VPS8	0.35
DYNC1LI1	0.35
CFAP54	0.35
ZNF622	0.35
TRIM27	0.35
GARNL3	0.35
PLAGL2	0.35
TXNIP	0.35
RNF112	0.35
ACOT4	0.35
DHTKD1	0.35
HPS4	0.35
ITPA	0.35
BATF	0.35
PPM1B	0.35
PIP5K1C	0.35
GORASP1	0.35
QSOX2	0.35
CNPY3	0.35
PDCD4	0.35
CNOT10	0.35
EME2	0.35
PRKAA2	0.35
HDAC4	0.35
USP41	0.35
GCSAML	0.35
BSCL2	0.35
LYST	0.35
TEPP	0.35
LARS2	0.35
PHLDB3	0.35
SLC7A10	0.35
TNFRSF1A	0.35
ZFAT	0.35
CSNK2A1	0.35
FBXW4	0.35
KLC1	0.35
SRP68	0.35
CREB1	0.35
ATAD2	0.35
SNX17	0.35
CFTR	0.35
SULT4A1	0.35
FBLL1	0.35
RUVBL1	0.35
SLC25A21	0.35
TACC3	0.35
AGBL4	0.35
FAM155A	0.35
DCAF12L1	0.35
CCDC33	0.35
PCBP2	0.35
COG2	0.35
IL34	0.35
PLBD2	0.35
NEK10	0.35
SLC16A6	0.35
CACNG4	0.35
ZNF579	0.35
IL7	0.35
MYO1G	0.35
EVI2A	0.35
RALGPS1	0.35
RNF135	0.35
TFDP2	0.35
SLIT1	0.35
EIF4ENIF1	0.35
CHRNA5	0.35
REEP6	0.35
TMEM140	0.35
NUBP2	0.35
TIAL1	0.35
CSDE1	0.35
SLC37A4	0.35
CSNK2A3	0.36
SGSM1	0.36
VPS33B	0.36
MPV17L2	0.36
OLFM3	0.36
SLCO5A1	0.36
LHX4	0.36
CCT4	0.36
N4BP2L1	0.36
DISP1	0.36
LDLRAD3	0.36
SIM1	0.36
LRTOMT	0.36
ELK4	0.36
PARS2	0.36
SLC46A1	0.36
EFNA5	0.36
LRIG1	0.36
ZNF692	0.36
KDM5A	0.36
AP1G2	0.36
TAOK1	0.36
MFGE8	0.36
ZNF740	0.36
USP44	0.36
DIS3L	0.36
ZNF280B	0.36
BACH1	0.36
HTR1E	0.36
RGS12	0.36
LGALS4	0.36
CYTL1	0.36
BAG2	0.36
TXNDC11	0.36
GSK3B	0.36
PPFIA3	0.36
ASB12	0.36
TNNC2	0.36
SKP2	0.36
FAM207A	0.36
TMEM132A	0.36
NOTCH3	0.36
SRRM4	0.36
SETMAR	0.36
KCNAB3	0.36
FHDC1	0.36
WDR90	0.36
PRB3	0.36
NEUROG3	0.36
OR51M1	0.36
SPINK1	0.36
GATA6	0.36
PERP	0.36
POC1B	0.36
CCT6B	0.36
ACTN4	0.36
CHKA	0.36
TRIM25	0.36
GATAD1	0.36
SKIL	0.36
AIF1L	0.36
PHF2	0.36
PLEKHM2	0.36
RAP1A	0.36
CDH12	0.36
GATM	0.36
FAM117B	0.36
GPR61	0.36
ARTN	0.36
DMP1	0.36
MS4A10	0.36
NEURL1	0.36
ST8SIA3	0.36
CORO1A	0.36
RREB1	0.36
AMPD1	0.36
CS	0.36
ALDH5A1	0.36
ZNF420	0.36
ALKBH7	0.36
TNS4	0.36
STEAP4	0.36
PIM2	0.36
ACOT6	0.36
MYOG	0.36
PIK3CG	0.36
CNOT1	0.36
BRF1	0.37
FAM214A	0.37
TEX29	0.37
ZFP64	0.37
CEACAM19	0.37
