gene	IWP	HED	HER	CD184
TIGD7	-0.713906724	-1.234249822	-0.701206612	-1.305993091
TIGIT	-5.673532712	-8.10160841	-5.437130225	-6.072917052
TIMD4	-1.900712954	NA	NA	-6.442970187
TIMELESS	4.383259358	3.431616083	3.545793706	3.594086675
TIMM10	6.303132338	6.081989191	6.086777773	5.75542455
TIMM10B	5.439060159	5.755568467	5.694748218	5.450178229
TIMM13	6.265154952	6.114827172	6.186041424	5.938997568
TIMM17A	5.659455322	6.246903833	6.13060583	5.705562449
TIMM17B	5.546799435	5.988603444	5.96246881	5.371873145
TIMM21	3.667387111	4.003260426	3.967031816	3.050967979
TIMM22	1.606322465	1.335521613	1.406476711	1.78413562
TIMM23	6.804595777	7.073987057	7.044241666	6.445843191
TIMM23B	1.026689144	1.380652797	1.549249257	1.483564226
TIMM44	1.989720478	1.383496726	1.51870415	1.826729302
TIMM50	3.0676773	2.758512099	2.524698593	2.670438832
TIMM8A	2.832689964	3.046756377	2.828243556	1.786449939
TIMM8B	5.788493501	5.353557188	5.374554654	5.307419526
TIMM9	4.24558493	5.063009712	5.067005614	3.596119536
TIMMDC1	5.523205238	5.91119231	5.829146769	5.096562089
TIMP1	7.734546456	7.811483479	7.676433711	7.06332318
TIMP2	1.094759111	1.483511395	1.45542112	1.880467141
TIMP3	6.739083106	7.436655039	7.383259715	7.525562185
TIMP4	-2.294516788	-2.788555753	-2.805929143	-2.191608421
TINAG	-2.521271459	NA	NA	-2.915743844
TINAGL1	-3.327171332	-2.309162495	-2.148194775	-2.336314432
TINCR	-2.97703958	-2.355337488	-3.364300122	-2.988429292
TINF2	3.472824139	2.947353975	2.810408173	3.524799302
TIPARP	0.673671286	3.720540464	3.494920035	4.556265558
TIPIN	3.573429277	4.084015338	4.038357567	3.273506379
TIPRL	4.735749125	5.047801777	5.036148114	4.708083479
TIRAP	0.725000107	0.917982827	0.863836512	1.351198799
TJAP1	0.490570224	-0.117590475	-0.141454075	0.827889569
TJP1	2.005927637	1.017219223	1.076916345	2.368525738
TJP2	2.400264633	2.095908786	2.016935034	3.254443828
TJP3	-2.190549344	-4.31673926	-3.85303361	-3.90935009
TK1	5.562819718	5.912078222	5.630414376	5.128560419
TK2	0.023954253	-0.046042322	-0.024092639	0.2702526
TKFC	0.819587567	-0.304222219	0.070253335	0.709777492
TKT	5.579786637	6.295517042	6.384664718	5.098535245
TKTL1	-2.442331294	-5.12069702	-5.237282794	-2.524115678
TKTL2	NA	NA	-7.147988061	NA
TLCD1	-0.512654636	-1.71979182	-0.849251189	-1.633007524
TLCD2	NA	-8.072901874	NA	-7.384028176
TLDC2	-3.556491533	-3.583622009	-3.576273811	-2.416465902
TLE1	1.505261977	1.511696777	1.537184656	2.21584145
TLE2	-0.802847545	-2.651147437	-1.655124723	-0.346524936
TLE3	2.942565523	3.391339611	3.436054934	2.651153689
TLE4	1.811177654	2.729609452	2.606717022	2.616905819
TLE6	-1.584116511	-1.300806431	-0.988490435	-0.241858739
TLK1	4.36727043	5.641879751	5.780928694	4.556149614
TLK2	0.725954724	1.129495206	1.100641275	0.794417319
TLL1	-1.212617008	-0.633615564	0.326087633	-0.409942002
TLL2	-4.134835378	-2.55663666	-2.713266422	-4.746685856
TLN1	4.665738316	3.515300981	3.664510636	4.932628367
TLN2	0.801780202	-0.340051103	-0.163259585	1.108744585
TLR1	-2.202921331	-1.306995949	-1.831860516	-1.947607059
TLR10	-6.345188219	-5.671604777	-5.398675987	-5.848909624
TLR2	-2.603175223	-2.731964911	-3.078677081	-3.569959729
TLR3	-7.070524028	-3.821129556	-3.906725394	-5.365586661
TLR4	4.486354428	3.633993847	3.62739664	3.328704618
TLR5	-0.216146065	-0.056224602	-0.181294654	0.229434522
TLR6	-3.601694896	-4.357309897	-5.6682518	-2.969542196
TLR7	-5.897157451	-4.506601822	-5.313471206	-6.187062044
TLR8	NA	-6.790291049	-5.003256057	NA
TLR9	-8.006856559	NA	NA	-7.758389173
TLX1	-5.716268372	-3.559960731	-4.24175892	-3.505072164
TLX2	NA	NA	NA	NA
TLX3	NA	NA	NA	NA
TM2D1	3.048108672	3.680276291	3.676954337	3.501488116
TM2D2	4.360998398	4.165555956	3.91776412	4.428283229
TM2D3	2.700830432	2.953318088	2.917302409	2.859468691
TM4SF1	6.608673869	4.699190573	4.509953518	5.599143211
TM4SF18	4.899196176	5.07170436	4.66903529	5.628193636
TM4SF19	-4.254474208	-4.075093434	-3.803729584	-4.870892206
TM4SF20	-5.517622259	-4.746284836	-4.880990863	-6.224840145
TM4SF4	-1.954789154	-1.677461242	-2.155809657	-2.356034206
TM4SF5	-0.961893987	NA	-5.52450165	-1.331180151
TM6SF1	2.247316395	1.208655457	0.983085857	1.217302708
TM6SF2	-0.594757291	-2.297933038	-2.922332684	-1.783811711
TM7SF2	1.396036887	1.112654035	1.093068426	1.716787065
TM7SF3	2.341883755	2.525576993	2.576035278	2.370910421
TM9SF1	0.530071367	-0.092687979	0.070599056	1.009731329
TM9SF2	6.802643162	6.78028821	6.806851943	7.060018595
TM9SF3	3.2286742	3.604655026	3.679113967	3.544148896
TM9SF4	5.02793256	4.749091324	4.835183939	5.166354712
TMA16	3.642027302	4.361482075	4.292275654	2.895647548
TMA7	3.806292687	4.118378242	3.911966543	3.394328368
TMBIM1	5.615980861	4.963158223	4.749261534	4.451775988
TMBIM4	2.351635929	2.935741337	2.858297953	2.252561397
TMBIM6	8.559839799	8.759551923	8.687010831	8.784047022
TMC1	-6.13396157	-7.994311015	-7.832430438	-3.657767205
TMC2	-6.572021282	NA	-7.929149875	-8.109105692
TMC3	-3.160111578	-3.436858518	-2.76553155	-3.205455534
TMC4	-2.526219293	-3.59063024	-4.26817477	-3.356623937
TMC5	-1.991959808	-3.53155676	-4.097944827	-4.211166053
TMC6	1.265782628	0.198985306	0.388981098	1.658182811
TMC7	1.968245386	0.942806228	1.096412858	2.897620298
TMC8	0.494064249	0.729798809	0.965058108	1.853630285
TMCC1	2.718329452	3.057323206	3.046413262	3.19611379
TMCC2	-2.029940871	-2.116172671	-1.906928294	-1.309511375
TMCC3	3.552071015	2.614170278	2.661268413	3.818140428
TMCO1	4.936854045	5.496822111	5.387764669	5.002248696
TMCO2	-4.798955894	-3.32518463	-5.456355114	-3.049180287
TMCO3	1.021720769	0.653785074	0.593968211	1.810157291
TMCO4	-0.227860072	-0.757727347	-0.205754738	0.564337612
TMCO5A	NA	NA	NA	NA
TMCO6	1.514223854	1.264149737	1.192460064	1.150243558
TMED1	4.025124365	3.672582763	3.742172514	4.499571326
TMED10	6.657118122	6.902280146	6.797069327	6.865033341
TMED2	6.870524329	7.121968076	7.05118586	6.806867203
TMED3	1.98641632	1.374509774	1.550489588	2.041892664
TMED4	5.722382552	5.947286399	5.921115283	6.008611505
TMED5	3.017657784	3.697479706	3.659300103	3.478875114
TMED6	-0.970429066	-0.173404316	-0.445273599	-0.134600705
TMED7	2.496886416	3.137040687	3.085098027	2.64229165
TMED8	1.898687882	1.454529785	1.468782731	2.013836115
TMED9	6.97738165	6.520364917	6.840132462	7.250329998
TMEFF1	-4.339815413	-6.01862921	-5.422660679	-4.00437881
TMEFF2	-3.448692298	-4.942439355	-6.761363738	-8.535499614
TMEM100	0.774700008	2.836490449	2.343419079	4.334521294
TMEM101	4.661326567	5.11986406	5.044243547	4.613167674
TMEM102	-4.011723924	-4.342976506	-5.206121967	-4.160214528
TMEM104	1.141658903	0.38563081	0.427123466	1.551757888
TMEM106A	1.810377341	1.910875723	1.882411446	1.551285268
TMEM106B	1.597167722	2.15100119	2.172478223	1.686054008
TMEM106C	4.623356598	5.266758605	5.172375599	4.363895179
TMEM107	1.611397519	2.25202247	1.888592292	1.61760586
TMEM108	0.610833849	0.421700996	0.328614987	-0.356199406
TMEM109	5.193213812	4.682946576	4.658411628	5.829907369
TMEM11	4.434691265	4.536966238	4.445404405	4.346061789
TMEM114	-6.293561425	NA	NA	NA
TMEM115	2.664101452	2.03622103	1.991021262	2.817561372
TMEM116	0.353103606	1.11948962	1.063516033	0.267642058
TMEM117	-1.291801702	-1.118814116	-1.171793943	-0.763487766
TMEM119	-1.553141973	-2.341843408	-2.648665504	-2.275608654
TMEM120A	4.112729712	4.109249196	4.178873151	4.154209648
TMEM120B	-0.861334745	-0.56956227	-0.591123739	-0.612035336
TMEM121	NA	-6.486790151	NA	NA
TMEM123	5.233898977	5.840075762	5.87088895	5.684157813
TMEM125	0.230367418	-1.869808042	-0.928459797	-0.975173561
TMEM126A	5.380534442	5.875818194	5.840919522	5.030836784
TMEM126B	4.68342374	5.165066689	4.971020754	4.467221169
TMEM127	2.020109057	1.597929388	1.782350879	2.354751982
TMEM128	4.082524677	4.425030394	4.489000067	4.059991429
TMEM129	0.555188135	-0.391614988	-0.249741271	0.820657998
TMEM130	NA	NA	-6.838140662	-6.442351536
TMEM131	1.64102604	1.470567141	1.764731386	1.727248824
TMEM132A	-1.163238868	-1.351803315	-1.063995773	-0.538639497
TMEM132B	-4.446500717	-5.830500049	-5.817909364	-4.756718974
TMEM132C	-3.387985785	-3.429177764	-2.909033847	-4.367466255
TMEM132D	-3.852456806	-6.799393502	-7.566419021	-6.4116178
TMEM132E	-7.194367426	NA	NA	NA
TMEM134	1.597226867	0.796258929	0.914899263	1.859300894
TMEM135	3.996483994	3.902980891	3.907496426	3.403848612
TMEM138	2.354279896	2.588966315	2.692273264	1.974413515
TMEM139	-1.101409873	-1.34062368	-1.572820194	-2.061213982
TMEM140	0.4083085	-0.888114431	-0.467438085	0.392696894
TMEM141	5.381739007	5.282863453	5.059954353	4.604926594
TMEM143	1.180904842	0.588551955	0.811568192	0.991175095
TMEM144	1.273628701	1.717138944	1.831135664	0.743990734
TMEM145	-5.775937722	-6.958294602	-3.889422062	-5.606707703
TMEM147	4.818565444	4.374137391	4.574006018	5.133499402
TMEM14A	5.065030658	5.914570451	5.841188204	5.653958963
TMEM14B	3.634904852	4.297816831	4.16699085	3.212497925
TMEM14C	7.151969199	7.634460912	7.569796944	6.738552397
TMEM150A	4.657242561	4.275887174	4.424807341	4.626693504
TMEM150B	-5.063535126	NA	-4.817662441	NA
TMEM150C	3.318740447	4.386163947	4.179378749	3.054710135
TMEM151A	NA	-6.852199781	-5.473216493	-5.932668668
TMEM151B	-5.232655315	-5.162802789	-5.503440549	-6.134758823
TMEM154	-0.519733339	0.499711462	0.491527124	0.251854027
TMEM156	-4.523358925	-3.723854231	-3.81841202	-1.345298084
TMEM158	-2.962511291	-1.544112343	-1.028876119	-3.587137042
TMEM159	4.074856358	4.668554423	4.570752775	3.565768848
TMEM160	-0.448498165	-1.013333358	-1.354584217	-0.473745904
TMEM161A	2.42865526	1.75879133	1.915436453	2.871901204
TMEM161B	1.556697766	2.136008834	2.145640289	1.820016072
TMEM163	-0.623023021	0.982096399	1.168668823	0.347440788
TMEM164	1.599010448	1.565209327	1.809895844	1.005081146
TMEM165	2.883672544	2.870322798	2.721629518	3.068659905
TMEM167A	5.294606783	5.26682112	5.222188608	5.30450939
TMEM167B	3.711050544	4.416772946	3.985942609	4.127087749
TMEM168	3.035300996	3.346455501	3.375674968	3.183614053
TMEM169	1.250095462	0.1811649	-0.194157013	-0.341499276
TMEM17	0.383103181	1.195427707	1.18397534	0.998189173
TMEM170A	3.451002632	3.908833985	3.952456439	3.506805443
TMEM170B	-0.605597125	0.228754062	0.33513686	-0.195959508
TMEM171	-3.190289419	-5.113167961	-4.734184673	-3.627979484
TMEM174	NA	NA	NA	NA
TMEM175	0.582077216	-0.376309695	-0.302243478	0.757182774
TMEM176A	-3.552320453	-3.82186296	-3.646306684	-3.394360531
TMEM176B	0.133304218	0.979564337	0.551098463	0.926125395
TMEM177	4.09305	4.045068375	4.069256041	2.987998325
TMEM178A	-1.872986903	-1.198192088	-1.431561436	0.357721715
TMEM178B	-3.192710534	-3.545063171	-2.841163696	-3.422605908
TMEM179	NA	NA	NA	NA
TMEM179B	4.962236591	5.518923976	5.467012893	5.07018296
TMEM18	3.259225975	3.515421252	3.43401176	2.944931429
TMEM181	2.739221891	3.013243455	3.206482663	3.273812675
TMEM182	0.336198733	0.438547432	0.79486857	-0.009563172
TMEM183A	2.244851397	1.650873314	1.582383524	2.146070421
TMEM184A	-6.933099202	NA	-7.039296661	-6.759247292
TMEM184B	1.073137675	-0.028766535	-0.139826308	1.326346737
TMEM184C	4.123230742	3.930842106	3.943515575	4.160259901
TMEM185A	2.199245375	0.925513175	0.885143256	1.735263971
TMEM185B	1.211350853	0.935388312	1.316258177	1.294356316
TMEM186	2.74946753	2.795725298	2.614545322	1.967524688
TMEM187	2.400762929	1.902277104	2.051523209	2.401849847
TMEM19	1.704519022	1.469105918	1.45515053	1.91621091
TMEM190	-3.147631433	NA	NA	-4.052159617
TMEM191B	-7.102061381	-6.835518756	-5.07945812	NA
TMEM191C	-4.782870334	NA	-5.498420295	-6.325094217
TMEM192	1.287881349	1.432527552	1.587794792	1.36807887
TMEM196	-5.142080206	-4.363595717	-3.578765236	-4.785138286
TMEM198	-4.267779687	-3.997626331	NA	-4.850379776
TMEM199	2.018713366	1.563374378	1.478939524	1.886624635
TMEM200A	-0.047564675	0.232627383	-0.656321309	0.247821322
TMEM200B	-1.275372639	-2.143628475	-3.744771784	-3.498700361
TMEM200C	-6.118425373	-7.062207266	-6.486053066	-7.474454586
TMEM201	0.00681976	-0.689145605	-0.574200187	0.226905176
TMEM202	NA	NA	NA	-5.778950167
TMEM203	1.107753598	1.110657744	1.114182991	0.921693705
TMEM204	2.402207146	1.921062598	2.002101563	3.170419871
TMEM205	4.385966842	4.473087292	4.523725547	4.57266752
TMEM207	-4.435589026	NA	NA	-2.351786516
TMEM208	4.926206045	5.337417485	5.287451492	5.131174728
TMEM209	3.779748573	4.420376972	4.389965137	3.425798036
TMEM210	NA	-5.975748114	NA	NA
TMEM211	-4.714686254	-3.56002617	-3.607838958	-3.591562472
TMEM212	NA	-4.131548827	-6.124915691	-4.177175976
TMEM213	-6.208786692	-3.584754517	-3.841344857	-2.708697602
TMEM214	3.972929409	3.044007365	2.991418473	3.864802291
TMEM215	-3.225867391	-7.335291824	NA	-5.536875101
TMEM216	3.975761749	4.332532771	4.404367569	3.073029444
TMEM217	-0.987890805	-0.378515867	-0.183934904	-0.040141589
TMEM218	2.055243014	2.444391586	2.425643049	1.88766954
TMEM219	6.005779708	6.170971662	6.140718224	6.084163357
TMEM220	-0.294616728	-0.228560275	0.034426525	-0.810003753
TMEM221	-0.86825642	-0.208971739	-0.671613631	-0.932503568
TMEM222	4.008535413	4.5857184	4.592752439	4.376656151
TMEM223	3.558337554	3.108756205	3.133031701	3.419591747
TMEM225	2.81120208	2.057285376	2.248464132	2.66625656
TMEM229A	-6.963572995	-4.492849353	NA	-4.761996993
TMEM229B	-6.994082185	-6.198878892	-6.707863593	-7.083272038
TMEM230	5.171880118	5.610113811	5.582338204	5.044588408
TMEM231	0.875896593	1.060944683	1.245514917	1.194132519
TMEM232	-2.297774603	-2.063629123	-1.629881073	-2.293363627
TMEM233	1.272087711	1.44487095	1.144284677	2.802051666
TMEM234	2.067781353	2.076573911	1.998378654	2.119466578
TMEM235	-5.021384691	-1.380664658	-2.542812279	-1.651521437
TMEM236	-8.337655612	-3.964626281	-6.12939619	-5.440393175
TMEM237	2.55427876	3.175206254	3.122107731	2.43855531
TMEM238	-6.054522992	NA	NA	-5.410394157
TMEM239	NA	NA	-7.82218166	-5.768484095
TMEM240	NA	NA	NA	-6.270723874
TMEM241	2.801145745	2.80084879	2.830797079	2.823862121
TMEM242	3.40010776	4.13824713	4.011081	3.62261745
TMEM243	2.882294984	2.899648465	2.823126616	2.981141848
TMEM244	NA	NA	NA	NA
TMEM245	3.657001484	3.779427977	3.753464044	3.599037856
TMEM247	-5.822601427	NA	-6.384960667	-6.574134042
TMEM248	2.83574591	2.75623728	2.854009499	3.134676141
TMEM249	NA	NA	NA	-4.856141768
TMEM25	0.783834411	0.237957293	0.077196761	0.915625314
TMEM251	NA	NA	NA	NA
TMEM252	NA	NA	-5.933027974	NA
TMEM253	-3.41059809	-3.862240906	-2.333821934	-3.70568936
TMEM254	3.761321879	4.435969204	4.334882183	3.362463187
TMEM255A	-4.415300303	-4.607494054	-4.845505687	-2.148748721
TMEM255B	2.701393391	3.040579621	2.905566578	4.386729638
TMEM256	4.511206304	4.990841631	4.749052959	3.727310597
TMEM258	5.776607118	5.690506721	5.651517012	5.357102731
TMEM259	-0.780973593	-0.897828751	-1.28930015	-0.538506225
TMEM26	0.82536762	-2.385018654	-2.004746957	-4.863887154
TMEM260	0.81550174	0.564737354	0.788418331	0.94367752
TMEM262	-3.041999804	-3.575225876	-3.6487844	-2.341479979
TMEM263	2.24497329	3.322189002	3.094490061	2.685221085
TMEM265	NA	NA	NA	NA
TMEM30A	4.771405109	4.344349609	4.420788318	5.877087412
TMEM30B	-3.328858366	NA	NA	-6.106249847
TMEM31	0.361284876	0.722319864	0.100239129	-0.236069024
TMEM33	4.355165313	5.287062203	5.298852303	4.105238661
TMEM37	4.046640447	3.028270101	2.638049615	4.441613426
TMEM38A	-1.70705451	-2.074016992	-2.036082418	-1.583855801
TMEM38B	3.524237005	3.991086037	4.006069823	3.845397232
TMEM39A	3.930100219	4.133859939	3.987756851	3.987487371
TMEM39B	4.067277036	4.134550782	4.135466006	4.183919007
TMEM40	-2.634260509	-3.199783651	-2.852186074	NA
TMEM41A	2.81707534	2.453153649	2.502397367	2.380134728
TMEM41B	4.223538813	4.85148843	4.804488901	4.263460188
TMEM42	1.68627656	1.772006009	1.8675171	1.365328002
TMEM43	5.220781619	5.160046822	5.214456526	5.722007968
TMEM44	1.281083013	1.396856785	1.240998386	1.928518738
TMEM45A	3.366466884	4.350609311	4.412827059	3.65112649
TMEM45B	-2.50139478	-2.076323888	-2.087035585	0.576823301
TMEM47	-0.235652745	0.129721575	0.269796979	-0.296839416
TMEM50A	5.40744867	5.308788173	5.308650226	5.723494314
TMEM50B	1.359630591	1.509103377	1.448424313	1.814668574
TMEM51	0.699652701	0.35232862	0.226900053	1.351772702
TMEM52	-2.689594155	-5.230408302	-4.015531106	-5.478707236
TMEM52B	-6.771514168	NA	-5.877711626	-4.488935723
TMEM53	1.819277787	2.404448307	2.499362862	2.877140117
TMEM54	-0.389382248	-1.00028179	-0.596972546	-1.102883973
TMEM59	4.821492379	5.094569019	5.05506931	4.951783087
TMEM59L	NA	-6.950623589	NA	NA
TMEM60	5.155011186	5.650455033	5.415843622	4.947274604
TMEM61	NA	NA	NA	NA
TMEM62	-1.712821071	-1.27385855	-1.378623312	-1.621040671
TMEM63A	2.53075611	1.121557989	1.401552378	1.9737216
TMEM63B	1.087015285	-0.649772398	-0.718570074	-0.094436796
TMEM63C	-5.176697214	-6.195708132	-7.351546661	-7.475762729
TMEM64	0.877097874	1.423346243	1.546171267	0.553267993
TMEM65	1.243545143	1.321201167	1.345238239	1.035667252
TMEM67	2.200826126	2.730262522	2.71089339	2.316057805
TMEM68	2.040593803	2.85137553	2.671659529	2.270507385
TMEM69	5.055752827	5.505491698	5.541711533	4.082368131
TMEM70	1.881713048	1.525059622	1.389368496	1.047329562
TMEM71	-1.966853458	-1.323216464	-1.601771824	-0.94911807
TMEM72	-6.070336345	NA	-7.275436493	-7.464609868
TMEM74	-1.435435837	-1.791963376	-1.665968208	-1.671043732
TMEM74B	1.911526824	0.860078408	0.990559036	1.89087017
TMEM79	-0.207645042	-0.599945115	-0.58043388	-0.112384034
TMEM80	1.679636271	1.119139779	1.286275595	1.459914399
TMEM81	1.358721495	1.65240957	1.376302402	1.794931138
TMEM82	-1.987484546	-6.099000629	NA	-3.916712324
TMEM86A	-0.363059551	-0.704997511	-0.881397701	-0.029177796
TMEM86B	-1.459142286	-3.831094697	-2.774227533	-2.151983429
TMEM87A	4.368979874	4.819666335	4.767028405	4.729883827
TMEM87B	2.923230325	2.589979837	2.728750835	2.531757767
TMEM88	7.538761097	7.035226023	7.046700964	6.775707812
TMEM88B	NA	NA	NA	NA
TMEM89	-2.816685207	-2.714879242	-4.144722813	-2.454818322
TMEM8B	-0.101655068	-0.408659459	-0.490979395	0.1146254
TMEM9	5.456185306	5.796084301	5.807219581	5.678945753
TMEM91	1.643209176	1.426517561	1.506597218	1.048486436
TMEM92	1.908025034	2.363466462	2.45693361	1.227728923
TMEM95	NA	-4.959884587	-5.90848579	-6.053344435
TMEM97	6.889425976	7.410622217	7.471077214	6.107505678
TMEM98	5.836237976	6.010636125	5.842658677	5.213648502
TMEM9B	3.641844258	3.538051809	3.500815399	4.363777899
TMF1	3.164449859	3.379514205	3.356593061	3.256602376
TMIE	-2.702492025	-3.271541266	-3.56079863	-4.333343677
TMIGD1	NA	NA	NA	-5.706704717
TMIGD2	-0.045777174	-0.053629302	-0.569795853	-1.008039027
TMLHE	2.775795458	3.11704652	2.920482323	2.483600231
TMOD1	-1.704932057	-3.593748793	-3.237801401	-3.216136394
TMOD2	1.557121929	1.043749501	0.854825121	4.161948613
TMOD3	2.965522111	2.639144746	2.661911521	3.447423806
TMOD4	NA	NA	NA	NA
TMPO	3.33187728	3.911162077	4.410483973	2.535740322
TMPPE	-0.283563676	-1.107283101	-1.162030223	-0.603136386
TMPRSS11A	-3.488234326	-3.260675279	-1.900168466	-3.46076836
TMPRSS11B	-3.661174888	-5.008969884	-7.37305156	-6.539897427
TMPRSS11D	-2.57098567	-2.830940236	-2.836642097	-1.946640089
TMPRSS11E	-3.81488166	-6.591191159	NA	-3.133870741
TMPRSS11F	-4.473903796	-3.815404513	-3.22208037	-4.065398749
TMPRSS12	-6.575462552	-5.78364771	-5.036753385	-5.929518518
TMPRSS13	-2.56213792	-3.278406078	-2.998245548	-4.03130126
TMPRSS15	NA	NA	-7.821500179	NA
TMPRSS2	-1.721908828	NA	NA	-5.112431753
TMPRSS3	-8.289488889	NA	NA	-7.91119621
TMPRSS4	-3.659603832	-7.315599257	-5.671437432	-7.098134607
TMPRSS5	-1.563508744	-1.298346528	-0.877709143	-0.857060064
TMPRSS6	-2.78606287	-4.49219836	-4.363796769	-2.817588896
TMPRSS7	NA	-7.39678961	NA	-6.184207435
TMPRSS9	-5.45240888	-4.852739619	-3.895796337	-4.443496901
TMSB10	11.39457912	11.28170235	11.22447893	11.72366302
TMSB15A	5.179910187	6.159977626	5.820805275	4.062618668
TMSB15B	-3.882037248	-3.001910182	-2.710108062	-3.042413196
TMSB4X	7.020665915	7.436279523	7.109053765	8.521984212
TMSB4Y	3.286750156	3.981732952	3.940612209	2.516200264
TMTC1	-3.238023817	-4.644933879	-4.55007331	-3.346784379
TMTC2	-1.941734557	-2.374215024	-2.759254004	-1.916083027
TMTC3	3.607975776	4.587218604	4.465269841	3.801711806
TMTC4	3.130104298	3.24952897	3.243078103	3.857280631
TMUB1	-2.493294277	-3.300120895	-2.781702566	-2.512563914
TMUB2	4.418742716	4.241426926	4.187838421	4.517696477
TMX1	5.042878129	6.168994068	6.171334343	4.999500124
TMX2	5.026446526	5.759403126	5.698743679	5.133924787
TMX3	3.52092535	3.500396331	3.459174834	3.775016759
TMX4	1.015921237	1.472679651	1.403236757	0.65053652
TNC	1.457199405	-0.553127197	-1.113792451	-0.244301258
TNF	-5.582365412	-3.538511884	-3.261121403	-5.551077756
TNFAIP1	5.482724598	5.217145337	5.150296949	6.112602715
TNFAIP2	1.883050731	2.922081989	3.215047598	2.464507322
TNFAIP3	0.67574143	2.79302001	3.003844233	3.333803053
TNFAIP6	-1.995921629	0.220292654	0.576520047	-1.508580685
TNFAIP8	1.930311735	3.249031141	3.303875478	1.380818688
TNFAIP8L1	1.849590794	1.390738401	0.869064586	3.381196034
TNFAIP8L2	0.632939871	1.638000406	1.634107588	-0.919502041
TNFAIP8L3	-1.016077232	-1.066748186	-1.743179976	-2.935512326
TNFRSF10A	-0.06434569	0.32443082	0.564896441	2.033737616
TNFRSF10B	4.235024514	3.792774302	3.877857668	4.875353718
TNFRSF10C	1.970386791	2.355021469	2.713911916	3.201864662
TNFRSF10D	4.884311023	5.972916517	6.017329684	7.023594664
TNFRSF11A	-0.685331158	-0.107174399	-0.577898022	0.003254005
TNFRSF11B	-0.54225577	0.485398481	-0.001279827	0.850921595
TNFRSF12A	0.990153106	-0.464692613	-0.742267563	1.823186482
TNFRSF13B	-6.114828999	NA	-6.567638715	NA
TNFRSF13C	2.039686709	3.188213256	3.383999674	1.307827842
TNFRSF14	-5.755776853	-5.648832207	-8.262782407	-4.845492686
TNFRSF17	NA	NA	NA	NA
TNFRSF18	NA	NA	NA	-5.2602315
TNFRSF19	1.856162108	2.234072253	2.003321948	1.832842043
TNFRSF1A	4.167936496	3.291590425	3.436048266	4.259003622
TNFRSF1B	3.303128974	3.470731072	3.67810197	4.322641575
TNFRSF21	2.229411178	1.771134557	1.861785079	2.464754862
TNFRSF25	1.227483645	0.688161064	-0.000877032	2.733014917
TNFRSF4	-6.571933933	-5.417273849	-4.815166829	-2.512005214
TNFRSF6B	NA	NA	NA	NA
TNFRSF8	-3.830387055	-3.705239154	-4.937252281	-4.231448417
TNFRSF9	0.759016136	-2.075905435	-1.65666502	-1.054414994
TNFSF10	2.470602065	5.358446547	4.967250651	5.075269904
TNFSF11	-5.038446447	-4.716339969	-4.566431477	NA
TNFSF12	-0.828359564	-1.102495229	-0.84450473	0.090517064
TNFSF13	-1.934113919	-2.269523755	-1.833997103	-1.708594706
TNFSF13B	-1.795580784	-1.196074747	-1.170663491	-1.126218174
TNFSF14	-7.093750117	-5.406260383	-7.882506644	-8.018147731
TNFSF15	-4.573016658	-4.915655635	-6.628837766	-4.818718793
TNFSF18	-2.559341283	-3.302277927	-4.685197976	-3.096602736
TNFSF4	-0.215440717	-0.887530999	-0.544674364	-0.616668437
TNFSF8	-7.426732831	NA	-6.160518353	NA
TNFSF9	-0.227944713	-0.251834059	-0.506836514	-1.41464522
TNIK	3.434587408	2.555826037	2.583534053	1.980622483
TNIP1	3.355640182	2.785569746	3.036286459	3.505831081
TNIP2	0.956751588	0.789458421	0.711541927	1.339388575
TNIP3	-2.580953336	-0.599632276	-0.432241274	-2.502931756
TNK1	-1.316971924	-2.129296654	-2.020184506	-0.980740906
TNK2	-2.08808148	-2.716577709	-2.963985233	-2.128679808
TNKS	2.266908758	2.245046622	2.37613782	2.552737069
TNKS1BP1	0.872223312	0.042093509	0.17418572	0.84574935
TNKS2	3.193255377	3.221919699	3.204096088	3.559448732
TNMD	-1.909570427	-3.093762497	-2.425806364	-2.82355981
TNN	-2.119454502	-1.839835161	-1.741848406	-0.992037065
TNNC1	1.011228699	0.522738198	-0.011843442	-0.114559087
TNNC2	-5.597689611	-2.91930679	-1.775882508	-1.619061895
TNNI1	-0.783612209	-3.347801426	-3.313288012	-0.53805425
TNNI2	-4.382671697	NA	-3.760348991	-2.144339082
TNNI3	-1.140666454	-3.997113851	-3.873302043	-3.450598318
TNNI3K	-6.18033144	-5.965370805	-5.560940137	-6.184133472
TNNT1	1.961255514	-1.060133544	-0.53426754	0.119553257
TNNT2	-1.648758714	-3.047793557	-5.349706344	-2.156177479
TNNT3	-4.235971144	-2.758446235	-3.279355714	-2.305710342
TNP1	NA	NA	NA	NA
TNP2	NA	NA	NA	NA
TNPO1	4.841546231	4.617929379	4.62976071	4.721586988
TNPO2	1.901942244	2.213966358	2.299539369	2.152442469
TNPO3	5.320507906	5.281340697	5.291249881	5.259002038
TNR	-1.521972572	-1.848671567	-1.399280289	-3.234620752
TNRC18	-1.45238458	-1.348383518	-1.610529647	-1.564662138
TNRC6A	2.879622934	2.684491511	2.686565139	3.078231942
TNRC6B	3.928337352	4.394350649	4.41878984	4.116035481
TNRC6C	-0.534647385	0.097767342	0.243409726	-0.236472742
